Id;URL;Image;Title;Date;Video Views (Organic);Video Views (Paid);Reach (Organic);Reach (Paid);Likes (Organic);Saved (Organic);Comments (Organic);Interactions (Organic);Interactions (Paid);Engagement;Post clicks (Paid);Spend
"3045479271280934509_1417037267";"https://www.instagram.com/reel/CpDt0L3g_5t/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/333998209_874373637010857_6231795570909196381_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=J4VSJV_Cpn8AX_CFFqb&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCXR0cIzLUJ1OU2KSXprCvT_6VsJBfIKUSiutlZOK6nnw&oe=64DDC979";"Los Tekis + Los Decadentes = fiesta asegurada

👹 En la última noche del @carnavaldelostekis los anfitriones recibieron en el escenario a los @autenticosdecadentes para hacer juntos “Todos nos vamos a morir igual”

👏🏽 Broche de oro para el gran carnaval jujeño que en cada una de sus cuatro noches colmó el predio Ciudad Cultural de San Salvador

#FestivalPaís #CarnavalDeLosTekis #LosTekis #AutenticosDecadentes";2023-02-24 16:17;15896;;15474;;169;2;0;171;;"11.05";;
"3045452236080564210_1417037267";"https://www.instagram.com/reel/CpDnqxYAEfy/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/333309441_1415068312561405_7693919370225170293_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=dw9_TbMdU1gAX8M6X5Y&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAU8qgaXf3fZekOjfG0YSMwvnfbkOTkns_Mcn5phCcyKQ&oe=64DD5EC7";"De la cabeza con Los Tekis

🎩 Los gorros y sombreros son accesorios clave en los días de fiesta del @carnavaldelostekis. Desde los clásicos honguitos jujeños hasta los cuernos de diablo, todo sirve a la hora de completar un buen look carnavalero

🤔 1, 2, 3, 4 o 5? Con cuál te quedás para una buena noche de fiesta?

#FestivalPaís #LosTekis #CarnavalDeLosTekis";2023-02-24 15:18;5951;;6004;;75;2;1;78;;"12.99";;
"3045325574156322136_1417037267";"https://www.instagram.com/reel/CpDK3mRAAVY/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/332790200_1996093754071312_6695333598941645197_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=fEs7UBsey7EAX8uve1v&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA1yywZIOouKETuSHqAMcuNAiXksDpNEj93IWl4TyB9qg&oe=64DD686B";"Si el vino viene, viene la vida

🍇 San Juan es famosa por su rica industria vitivinícola. Las mejores uvas de la provincia salen del Valle de Pedernal; su gran amplitud térmica, la altitud superior a los 1400 metros y el suelo calcáreo hacen de la zona un lugar ideal para el cultivo de la vid 

🍷 En el departamento de Rivadavia, Valle del Tulum, la @bodegamerceddelestero produce tres variedades de vino. @noelismc abre las tranqueras para mostrar desde adentro cómo funciona una bodega sanjuanina 

#FestivalPaís #SanJuan #FiestaDelSol #Vino";2023-02-24 12:42;6826;;6666;;82;4;5;91;;"13.65";;
"3044869043594178180_1417037267";"https://www.instagram.com/reel/CpBjENDA66E/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/333858656_2306712296156906_3266916512681862199_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=G_DceXjVJbUAX_X8gf8&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBYRYtqRSLU7x79m33ejhcua-aSc_quobQp-BftCC6F1g&oe=64DD22FA";"#FestivalPaís viajó a @visitjujuy para conocer cómo se vive el @carnavaldelostekis. @elcoppa te muestra la gran celebración jujeña desde el Jueves de Comadres hasta el último día del Carnavalódromo.

🔴 Podés ver el vídeo completo en nuestro canal de Youtube

📸 Foto portada: @camirezk";2023-02-23 20:03;9213;;8963;;115;0;2;117;;"13.05";;
"3044729042717674517_1417037267";"https://www.instagram.com/reel/CpBDO7EgIwV/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/332688765_513599760944895_7401794598600430479_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=0fDjqYYQd3kAX9p2AC0&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfChJRydJ-5tG1qZycd091Def4cu2b3mIL_s3j_xbZJHTw&oe=64DCCE43";"En el Departamento de Rivadavia, al pie del cerro Parkinson, se encuentra el @somosanchipurac, un espacio educativo donde la sustentabilidad es un juego y un compromiso ¡Vení a conocerlo!";2023-02-23 15:21;6102;;5899;;73;4;1;78;;"13.22";;
"3044169305744639453_1417037267";"https://www.instagram.com/reel/Co_D9rZDoXd/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/334552016_503751195290757_3721053645343165235_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=C8Rz7pOLXs0AX-Dl7Y4&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCwY5NetWHSGEf0mh7QCcPGvlzB1bC5QK57ZOlNq8bXww&oe=64DD1710";"Voy a hacer un carnaval

🎵 En cada una de las cuatro noches del @carnavaldelostekis, los anfitriones se presentan ante la multitud que llena el predio Ciudad Cultural de Jujuy

👹 En un show que incluye artistas circenses, acróbatas voladores, fuego y proyecciones, @lostekisoficial despliegan un repertorio variado que incluye desde ritmos bien norteños y carnavaleros hasta canciones más sosegadas que crean climas íntimos

#FestivalPaís #LosTekis #CarnavalDeLosTekis";2023-02-22 21:15;5224;;4785;;96;4;1;101;;"21.11";;
"3044024340153768360_1417037267";"https://www.instagram.com/reel/Co-jAJqghmo/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/332903453_739710620846155_1277139883419581039_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=xrswN9rxhzsAX92SBHo&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCLZhyGvQYOlHfMVuP_6Gf0BaJ_4aWybYulQMdom5AoPw&oe=64DCF65A";"Vladimir Putin, presidente de Rusia, y su homónimo estadounidense, Joe Biden, cruzaron acusaciones sobre la guerra que está por cumplir un año en territorio ucraniano. 
El mandatario ruso, durante su discurso del Estado de la Nación ante el Parlamento, acusó a Occidente de ser los responsables del conflicto. 
Horas más tarde, lejos de bajar la tensión, el líder demócrata aprovechó para contestar desde Polonia. Declaró que la OTAN “está más unida que nunca”, que respalda a Ucrania y que no dejarán que Rusia gane.";2023-02-22 16:00;18926;;18571;;239;13;32;284;;"15.29";;
"3043991386639683888_1417037267";"https://www.instagram.com/reel/Co-bgnUAdEw/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/334207246_756421672869415_9207203843390661698_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=c2sSe7uOGcgAX82VrOA&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA35E73nBdteVFlOzfU7evkJHN61_hVOvJQHsMkQAxHBw&oe=64DE3FB4";"Panza llena, corazón contento

🌭 Típico del @carnavaldelostekis es probar una bondiola, unas papas o un pancho al paso. Pero hay también quienes eligen el shawarma o la humita

👹 Recorrimos el predio Ciudad Cultural de Jujuy para saber qué se come y qué se bebe en las cuatro noches carnavaleras 

#FestivalPaís #LosTekis #CarnavalDeLosTekis";2023-02-22 15:18;6128;;6226;;80;1;0;81;;"13.01";;
"3042736153397759805_1417037267";"https://www.instagram.com/reel/Co5-GkQgw89/";"https://scontent-lcy1-2.cdninstagram.com/v/t51.36329-15/333289173_1167364490611806_1854394944726559544_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=F6JGOZM4_48AX9BAYax&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDvTjbzu-8ATTs2WpwgNiQieVs3cHmuMFLLIeVD2zuQdA&oe=64DD5184";"El Desentierro del Diablo desde adentro

👹 Como todos los años @lostekisoficial y la comparsa No Somos Nada convocaron a familia y amigos para compartir la tradicional ceremonia que da inicio al carnaval

🎉  @elcoppa se sumó a los festejos y acompañó a la caravana desde la quinta donde se hizo el desentierro íntimo hasta el Carnavalódromo del predio Ciudad Cultural que congregó a miles de personas para dar inicio al @carnavaldelostekis 

🔴  Mirá el vlog completo en nuestro canal de YouTube 

#FestivalPaís #LosTekis #CarnavalDeLosTekis";2023-02-20 21:27;13516;;12598;;321;15;7;343;;"27.23";;
"3042701030581304112_1417037267";"https://www.instagram.com/reel/Co52Hdlg3sw/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/334209215_741654850959478_2324796691548990268_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=KMDX3GjTUyoAX9Da_Hx&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCjFbuuCV5d5vMgHA25LOrLxZ-qwgIpmJ6XGQEvTLdGrA&oe=64DC9C96";"La fiesta del @carnavaldelostekis tiene muchos momentos para disfrutar. @elcoppa quiso ser parte de la increíble fiesta que se da, cada tarde, en el #carnavalodromo de la ciudad cultural. ¿Te gustaría vivir esta experiencia carnavalera?";2023-02-20 20:24;10026;;10109;;197;5;3;205;;"20.28";;
"3041953633886511865_1417037267";"https://www.instagram.com/reel/Co3MLaLA6L5/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/334166205_739795720838433_812773713466600324_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=23SkLqP70EEAX-lTkeI&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAqeyp40N2-PA5LX8_0xyrnQN36bvrAeosNj8rGs5P74w&oe=64DD0F95";"En @chayalr_ se rindió homenaje a Mayela Gordillo, vidalera y defensora de los derechos de las mujeres. Con su caja, y desde el Sindicato de Empleadas Domésticas, denunció la violencia, los abusos y logró poner sobre los escenarios un reclamo que era silenciado.

Reviví La Chaya en tvpublica.com.ar junto a #FestivalPaís";2023-02-19 19:32;15651;;15005;;293;9;18;320;;"21.33";;
"3041742264561915079_1417037267";"https://www.instagram.com/reel/Co2cHlJgVTH/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/333687291_3504058029842713_5696431454348931815_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=1uYDxd-r6qYAX-XjoZf&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCdgnby6mNtC5qAvUCpXNt2N8OzqNAKF4abbhpqZyBD1Q&oe=64DE36C9";"En nuestro país rige la Ley 26.281, pero ¿Sabes sobre qué se trata y cuáles son sus alcances? Mariana Sanmartino y Carolina Carrillo de @hablamosdechagas nos lo cuentan 😉

🔴 Mirá Abro Hilo con @sol_despeinada y @jmcafferata todos los martes, a las 20:00, en el Twitch de TV Pública, @tec.ciencia.ar y en nuestro canal de YouTube.";2023-02-19 12:27;9215;;8995;;109;5;0;114;;"12.67";;
"3041303444372839987_1417037267";"https://www.instagram.com/reel/Co04V6AA94z/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/331566295_539157671398743_929651798888827532_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=bwtpZMOrlPMAX9_H5eU&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDINEENmgxVGkpK8NNn-8P-q7oIyVUf4FtYkU2ipEEMgg&oe=64DD7A05";"😱 ¡Pánico y amor en el ascensor! 🥰 Elegí tu propia aventura con Anga 

⚡️Los jueves a las 20:00 @taniawed y @marianoanga hacen #HolaPaís. En vivo, en Twitch y en YouTube.";2023-02-18 21:54;17877;;16703;;176;5;7;188;;"11.26";;
"3041219299780984173_1417037267";"https://www.instagram.com/reel/Co0lNcPgf1t/";"https://scontent-lcy1-2.cdninstagram.com/v/t51.36329-15/332984383_213523757998347_5579684045895051908_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=o0-1oT6GfPgAX8uN9J6&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDv5JOFtT1pkqFdJfdnXi9ILwEIoEuOEVKsbUirxLoKkA&oe=64DDC867";"El @carnavaldelostekis arrancó con todo

🎵 @rip.dillom, @bersuitok, la Delio Valdez y @lostekisoficial, anfitriones de la fiesta, armaron una gran primera noche en el predio Ciudad Cultural de Jujuy

🔴 Deade las 22:00 mirá las próximas jornadas del Carnaval de Los Tekis en vivo en tvpublica.com.ar

#FestivalPaís #CarnavalDeLosTekis

📷 Foto portada @m_agustina_rios";2023-02-18 19:22;10223;;10358;;132;4;3;139;;"13.42";;
"3041191482032800603_1417037267";"https://www.instagram.com/reel/Co0e4o8gkNb/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/334062731_864397184627244_8743608258192010456_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=45UgAEcmM0oAX9HiTPv&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBw6LBlDRXHbtHPpeKNQVbXMfZudlzo4ieN24uBVOK_0w&oe=64DC869B";"Una cancioncita más 

👹 La Delio llegó a Jujuy para carnavalear a lo grande. Por segundo año consecutivo la banda de Buenos Aires puso a bailar a todo el predio Ciudad Cultural en la primera noche de fiesta

🎵 @elcoppa les acompañó a la prueba de sonido y se metió en los camarines antes del show para mostrarte desde adentro la experiencia de la @orquestadeliovaldez en el @carnavaldelostekis 

#FestivalPaís #CarnavalDeLosTekis #LaDelioValdez

📷 Foto portada @camirezk";2023-02-18 18:44;9127;;9285;;121;0;4;125;;"13.46";;
"3041200721094590648_1417037267";"https://www.instagram.com/reel/Co0g_FfgUC4/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/332215077_905059330636907_2300118558342669126_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=bMTydlRYevUAX_-bSAf&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfALRiNrkpc5ybXyxS6ViqV8HXTQsuUKla_xTJ8Jg6povQ&oe=64DD286F";"✨ ¡Febrero es sinónimo de Chaya y Carnaval!

🐓 @sergiogalleguillooficial es uno de los máximos representantes de la Chaya. A través de sus canciones, la harina en el viento y el aroma del albahaca llegan a todo el país. 

💕 Reviví su show en tvpublica.com.ar junto a #FestivalPaís

@chayalr_";2023-02-18 18:32;10234;;10048;;86;2;2;90;;"8.96";;
"3040498964433626717_1417037267";"https://www.instagram.com/reel/CoyBbLrAmZd/";"https://scontent-lcy1-2.cdninstagram.com/v/t51.36329-15/331468699_1037674727189972_6423989029812586296_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=lDTBCs95blIAX99ClnC&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfB8_QqhekI19dXupVwVzbNljf1uZBePbuBWZXKPZwSTUA&oe=64DC80BE";"¡Comienzan los festejos en San Salvador de Jujuy! 

Cada año, las mujeres celebran el #JuevesDeComadres. Unidas por el comadrazgo, madres, tías, amigas, hermanas y primas se reúnen en forma de complicidad, revalorizan los lazos, comparten vivencias y se agasajan mutuamente.

Mira #FestivalPaís en tvpublica.com.ar";2023-02-17 19:16;8792;;8703;;183;3;0;186;;"21.37";;
"3040434806346411395_1417037267";"https://www.instagram.com/reel/Coxy1jzAu2D/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/331366382_1205769133375411_8358469413382883634_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=EDdt2Rkb74YAX8RaoHZ&_nc_oc=AQkEky9mjDvOeO_ykEatx0P5SNuzE9Z2E4cDqVVfhWiqp2Aeo7ZoeicgT-5Hd7t6XKo&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCFukRHAAzi20IM9FKGaNaoiPO0A3BSasscrdilPE4PvA&oe=64DD9FAE";"Denuncian hechos de extrema violencia en Perú

La Misión de Solidaridad Internacional y Derechos Humanos de Argentina @misionddhh que viajó a Perú definió como “crímenes de lesa humanidad” las acciones represivas del gobierno peruano contra las protestas sociales. La misión, integrada por organizaciones y dos diputados nacionales, denuncia asesinatos, detenciones arbitrarias, abusos sexuales, torturas, persecución judicial, intimidación y amenazas contra la población.

Los testimonios compartidos fueron recogidos por dicha misión.";2023-02-17 17:08;9425;;9495;;173;5;4;182;;"19.17";;
"3040181264754751160_1417037267";"https://www.instagram.com/reel/Cow5MCygTa4/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/331545536_5687693524673528_8083376511086978629_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=ZbLi0XuedQgAX-uG7ae&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBeKn2yQAXrCip_P8ERdzqa1GidsMjP2cNz8KR99IRjjw&oe=64DDF815";"🦟 Al Dengue lo combatimos en conjunto... ¿Tu manzana es saludable?

✨ En #AbroHilo nos visitó Sylvia Fischer de @gem_fcen para conversar acerca de los mosquitos y de cómo prevenir el Dengue.

🔴 Mirá Abro Hilo con @sol_despeinada y @jmcafferata todos los martes, a las 20:00, en el Twitch de TV Pública, @tec.ciencia.ar y en nuestro canal de YouTube.";2023-02-17 08:45;5318;;5422;;44;0;1;45;;"8.3";;
