Image;URL;Title;Date;Link;Views;Likes;Comments;Shares;Duration
"https://metricool-download.s3.eu-west-1.amazonaws.com/tkvideocovers/202301/2069453-7187127092876807429.jpeg";"https://www.tiktok.com/@tv_publica/video/7187127092876807429?utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";"5 looks para tirar facha en el Festival de Diamante. Con cuál te quedás? ✨ #FestivalPaís ";2023-01-10 17:43;"https://www.tiktok.com/static/profile-video?id=7187127092876807429&hide_author=1&utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";3750;36;1;2;35
