Type;Post URL;Content;Timestamp;Media URL;Impressions (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Replies;Taps Back;Taps Forward;Exits
"VIDEO";"https://instagram.com/stories/tv_publica/3028320409209688097";"@soyulisesbueno @ulisesbuenosoy";2023-01-31 23:57;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/034B9F51FB3ACEDE31DAD48C793C29A4_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=101&vs=1226541717957550_1223481545&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzAzNEI5RjUxRkIzQUNFREUzMURBRDQ4Qzc5M0MyOUE0X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHT3p2ZnhOMEpyQ2pDUTRDQUxSd3lpRlJnX0EyYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb%2B17HS8KDbPxUCKAJDMywXQDWwIMSbpeMYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCKpTHA1ALd2B71YZe_4mX3bufX7sbMpxu4g_j9CGl-Gg&oe=63DCC3C0&_nc_sid=ea0b6e&_nc_rid=bffceabbf4";1699;;1630;;6;76;1513;209
"VIDEO";"https://instagram.com/stories/tv_publica/3028243498392160819";"@giecoleon_oficial @milomarotti @abelpintos @aquicosquinok";2023-01-31 21:25;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/AA4C5BB6BB2AB1EF845AA3D976489185_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=105&vs=741534113882950_730824222&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0FBNEM1QkI2QkIyQUIxRUY4NDVBQTNEOTc2NDg5MTg1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTTdxalJNV2pFMlN4blFEQVBsanNibFM4MFZOYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaOvraempjUPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCoyXQoQcIaplOSQC8bzDqVkwgsBmLqIrqu_GF7J3GYSw&oe=63DBB9A1&_nc_sid=ea0b6e&_nc_rid=e4148ea845";1828;;1815;;1;47;1644;181
"VIDEO";"https://instagram.com/stories/tv_publica/3028134794446961287";"@marianoanga @taniawed";2023-01-31 17:50;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/1745F1FEA81921ED71F5018DE1F1699E_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=1161057561278481_2159420029&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE3NDVGMUZFQTgxOTIxRUQ3MUY1MDE4REUxRjE2OTlFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRWVmaEJPTmRSQ0EyVXdNQURYOFllZDFXbWdHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACba4JnFxcuzQBUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDS9K519G6Hwq2xcALqDJwz4rzygsyLTTpSG6w1GhP1Cg&oe=63DBCCDB&_nc_sid=ea0b6e&_nc_rid=bdb46838a9";1955;;1941;;1;75;1725;159
;;;2023-01-31 12:47;;1861;;1861;;0;56;1758;127
"VIDEO";"https://instagram.com/stories/tv_publica/3027940457435933196";"";2023-01-31 11:24;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/40475BF45B7E194D8961D667030F8286_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=105&vs=1157896578257531_2947530721&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzQwNDc1QkY0NUI3RTE5NEQ4OTYxRDY2NzAzMEY4Mjg2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRERtbEJQNWN3T29KTHdlQU9kdWFBbExBbndRYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbg%2B6e1t6LwPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDdHyBD60q-WqBQuUpIVzrBaC25yR9BxhzdujU3EcTwxw&oe=63DB9A8F&_nc_sid=ea0b6e&_nc_rid=c1bc74fd77";2085;;2074;;1;58;1825;115
"VIDEO";"https://instagram.com/stories/tv_publica/3027655411865173661";"@lakongaoficial";2023-01-31 01:57;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/9146994AF8EADAC527536F8B1F89AD8A_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=101&vs=733305051498075_2942667834&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzkxNDY5OTRBRjhFQURBQzUyNzUzNkY4QjFGODlBRDhBX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUGxxZnhOMHVoVjloTThCQUUtUEpsdlFyWXdBYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbI7uDTmK3qPxUCKAJDMywXQEGx64UeuFIYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfABb_GOpikzwVE1PLk_sSZefWGgtH9CLOa4R6erb3frcw&oe=63DB459C&_nc_sid=ea0b6e&_nc_rid=0db12ab8d6";1924;;1907;;9;127;1753;289
"VIDEO";"https://instagram.com/stories/tv_publica/3027645964035936336";"@lakongaoficial";2023-01-31 01:39;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E3454EE6575DAF8AA3EAE2FB7ECF919D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=8640374399371184_3960555264&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0UzNDU0RUU2NTc1REFGOEFBM0VBRTJGQjdFQ0Y5MTlEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSHFQakJNSXdTVHEyQU1EQUoyREZManZoQWNKYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbyhZ7JgJTqPxUCKAJDMywXQBYhysCDEm8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfABN10mXlL0Q230tYjKEztg0r881LVrlCOwPsjoEISEUQ&oe=63DB30A7&_nc_sid=ea0b6e&_nc_rid=dd05c3cd4a";2026;;2006;;3;122;1717;107
"VIDEO";"https://instagram.com/stories/tv_publica/3027607086881224290";"@maguiolaveok";2023-01-31 00:21;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/CF4A39C2A965DDF64B45C7C5F683E08D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=100&vs=3004167223061352_768385874&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NGNEEzOUMyQTk2NURERjY0QjQ1QzdDNUY2ODNFMDhEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQ0pGbFJPOE9LZUctdGNHQUxtNUlLNWNsT1o5YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACagyIaJtKPjPxUCKAJDMywXQCGul41P3zsYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAGzKZ920fam746NXY6ZKNm9NmnBtGprDGHw4hK0CyIZQ&oe=63DB92DB&_nc_sid=ea0b6e&_nc_rid=a5beb13d94";2005;;1974;;2;108;1848;99
"VIDEO";"https://instagram.com/stories/tv_publica/3027603580090627974";"@luchobandaxxi @bandaxxi";2023-01-31 00:14;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/5246E33D772A15BC7CB14E626EEAF380_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=110&vs=551104246966916_164049283&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzUyNDZFMzNENzcyQTE1QkM3Q0IxNEU2MjZFRUFGMzgwX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSzhGbGhOcnBDZTdmbThDQUVSaElSa1dHb2NFYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACboyLSNqo7fPxUCKAJDMywXQClKwIMSbpgYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfADBm5aN7qozlCABRw_IrNOSEsio68f0biO2vkKl5sONA&oe=63DB6413&_nc_sid=ea0b6e&_nc_rid=6c5da6e2b8";2128;;2099;;1;115;1953;109
"VIDEO";"https://instagram.com/stories/tv_publica/3027551689226930196";"";2023-01-30 22:31;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/8141F99D95D8EA440DC512F5A669C6B2_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=521162736670926_3309515752&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzgxNDFGOTlEOTVEOEVBNDQwREM1MTJGNUE2NjlDNkIyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRTVtaWhQNnFuQ2NKbTRHQURCV2pETlc1bGxTYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbMoKHy79u3PxUCKAJDMywXQCuPXCj1wo8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAR2YQFD5gKB08BSd7DCytIUcggC7z5e6qFyXMSMUVL8g&oe=63D9F390&_nc_sid=ea0b6e&_nc_rid=c462d95f72";2186;;2141;;1;120;1922;284
"VIDEO";"https://instagram.com/stories/tv_publica/3027527632695780402";"";2023-01-30 21:43;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/6F45746051012E4AB9B8BADA04BA4596_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=934152754425282_4068369859&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzZGNDU3NDYwNTEwMTJFNEFCOUI4QkFEQTA0QkE0NTk2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQjVmbEJNaE5ES0xGNWNDQUU5RmFpOVhSLVFKYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaAt62I2rHyPxUCKAJDMywXQDImp%2B%2Bdsi0YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfB6Zg6Li-fY_S9d8e-MquK5E8pX98S__t7BE7Er2jkgsA&oe=63DA18AD&_nc_sid=ea0b6e&_nc_rid=1a5d2d6670";2181;;2049;;0;160;2106;141
"VIDEO";"https://instagram.com/stories/tv_publica/3027525248653212082";"@lachinaromero.ok";2023-01-30 21:39;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/1744B6200242907334F97E1CF96AE396_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=110&vs=583675489885325_1328491326&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE3NDRCNjIwMDI0MjkwNzMzNEY5N0UxQ0Y5NkFFMzk2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTWVPaVJNWFVvTWxkUThEQU81WC0xOW9ZNUFKYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb48O6%2BvNeNQBUCKAJDMywXQCXCj1wo9cMYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAhJD13qUtJl_YYDajHLqT0r4VDGu92h05khGxUCjPBew&oe=63DA7C81&_nc_sid=ea0b6e&_nc_rid=62f07345f4";2230;;2085;;0;161;2211;75
"VIDEO";"https://instagram.com/stories/tv_publica/3027506212477538316";"@cosquincuarteto";2023-01-30 21:01;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/174C4A7ABFAF9955C7CB6455A4A3AAB4_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=870011497585457_949792668&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE3NEM0QTdBQkZBRjk5NTVDN0NCNjQ1NUE0QTNBQUI0X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHS2xaaEJQaGNjSFVhbmtBQVBvWlRET0dxWkVHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbuvID8qtrwPxUCKAJDMywXQCtyLQ5WBBkYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfD2a17v4SATxL6lrmOoP08XqCGFGjHlbBBsw3mHEQS3Lg&oe=63DA5E6A&_nc_sid=ea0b6e&_nc_rid=809218fdc4";2347;;2199;;0;125;2264;402
"VIDEO";"https://instagram.com/stories/tv_publica/3027447416430378642";"@juliandoregger @torreblancaajedrez @flor.fdz";2023-01-30 19:04;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E04799A263EA8477A0816E69FA7CA2BF_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=100&vs=1301715707052546_1520232705&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0UwNDc5OUEyNjNFQTg0NzdBMDgxNkU2OUZBN0NBMkJGX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSFdUa3hQYlVCb0I0WXdGQUktc0pHcjQ2TUZDYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbQif632av3PxUCKAJDMywXQDZQo9cKPXEYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCqwQfrq6Og1PfwL6hxssVEQ3M7UHGPZ9iCmO8Q1TNj8w&oe=63D9F0D2&_nc_sid=ea0b6e&_nc_rid=70e431c1af";2474;;2316;;0;266;2414;241
"VIDEO";"https://instagram.com/stories/tv_publica/3027316388353060358";"@aquicosquinok @soyulisesbueno @damiancbaokk  @bandaxxi";2023-01-30 14:44;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/4E47E4E87723C65806D6727A7FAB34AA_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=100&vs=1383582262451970_1439020212&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzRFNDdFNEU4NzcyM0M2NTgwNkQ2NzI3QTdGQUIzNEFBX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHUFBhaXhOTTVrTlQyd29DQUJoT3FwallsWlVHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaMtZSAqMnFPxUCKAJDMywXQCFrAgxJul4YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCKLIN4nLEyATNhFSQldFNKl5f2DxDE1lHMs1CL3SzsvA&oe=63DA6C76&_nc_sid=ea0b6e&_nc_rid=1e405c63f8";2709;;2518;;1;198;2706;232
"VIDEO";"https://instagram.com/stories/tv_publica/3027223991787148320";"@cachodeicas @lospalmerasoficial @festivaljesusmariaoficial";2023-01-30 11:40;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/DB4B79E4C83560F87E2C8810AFDC4881_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=909871463534166_2411829790&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RCNEI3OUU0QzgzNTYwRjg3RTJDODgxMEFGREM0ODgxX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSWRJaVJOUEl1dGZVMzBDQU5XS3NTUVNBdzVhYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACao8qOYjKXjPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAR63_H8u-FGGCf_Syn17Vn9jTSGWrd8SilIkxqIPjIEg&oe=63D9E8B2&_nc_sid=ea0b6e&_nc_rid=85eae5e1ba";2857;;2741;;0;78;2820;167
"VIDEO";"https://instagram.com/stories/tv_publica/3026938576102305890";"@abelpintos";2023-01-30 02:13;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/CC46D7EEDEAC546004C8160E0D7189A0_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=572750431445375_1892375905&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NDNDZEN0VFREVBQzU0NjAwNEM4MTYwRTBENzE4OUEwX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSUZzZ2hPR0RHUHdROUVBQU5sMS1SOVk0ajliYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbgsPruiM31PxUCKAJDMywXQEwTMzMzMzMYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDS1xV9G9A3sMVciFrSWRsyWs646gigbuCS-9RUnNGzJw&oe=63DA21AC&_nc_sid=ea0b6e&_nc_rid=bf8174f1b9";2717;;2573;;1;74;2710;127
"VIDEO";"https://instagram.com/stories/tv_publica/3026937627568819512";"";2023-01-30 01:58;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/6342BEBAB8F4A2D9EB3C53F67428B5AD_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=111&vs=595887395702660_155688297&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzYzNDJCRUJBQjhGNEEyRDlFQjNDNTNGNjc0MjhCNUFEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTGdLbEJNb0FTNzZCZUFFQVBmQzdjbFB6U2hHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbM5ITxi%2BftPxUCKAJDMywXQDjCDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfD48xXO0alVU0KNGpY7cAGGIBxtS-G9d9UmQ31ijo2BKA&oe=63D9E035&_nc_sid=ea0b6e&_nc_rid=b184b9cbbc";2711;;2570;;0;72;2683;68
