Type;Post URL;Content;Timestamp;Media URL;Impressions (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Replies;Taps Back;Taps Forward;Exits
"VIDEO";"https://instagram.com/stories/tv_publica/3045259809550016378";"@florucas @bodegamerceddelestero @noelismc @kapangasok @sjturistico @ine.viana";2023-02-24 08:54;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/684E436041C297EE6C77B71BA4AAB582_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=101&vs=876326786968864_1532027305&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY4NEU0MzYwNDFDMjk3RUU2Qzc3QjcxQkE0QUFCNTgyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQlM3MmhQRVVIMjNLenNHQU5PZDJ6X0l6TVY1YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACacrKfou6j0QBUCKAJDMywXQCE%2Bdsi0OVgYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfA6_VPa_ug9vk41tHXcc8hyorp4kE4svhIoqrsVxvSi1g&oe=63FB3E0C&_nc_sid=ea0b6e&_nc_rid=b48b7d53f4";1256;;1212;;0;24;1244;71
"IMAGE";"https://instagram.com/stories/tv_publica/3045048788926475486";"@kapangasok";2023-02-24 01:54;"https://scontent-lcy1-1.cdninstagram.com/v/t51.29350-15/332847675_725236672641450_3350879465067852246_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_eui2=AeGItDEbWrC66keZpklr97mxtROEeGTW-Ia1E4R4ZNb4huz3itBleCCq47YCoSt9Jgk&_nc_ohc=esCH5ZWjEBQAX8jojKV&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AB9oSrcEAAAA&oh=00_AfCYrJXly_QQ9SaWV7fgIVKMBUWfwB-LG84lj0SHGYi1VQ&oe=63FDBB68";1203;;1164;;0;36;1233;44
"VIDEO";"https://instagram.com/stories/tv_publica/3045037004044795089";"@kapangasok";2023-02-24 01:31;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/194022518633D96A83D34F66BBF69AAC_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjQ4MC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=1378657376294513_1145172352&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzE5NDAyMjUxODYzM0Q5NkE4M0QzNEY2NkJCRjY5QUFDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRzhYMnhOb3plWDJoeUFDQUt3RHZ6YnViakJhYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACb4uZvkv%2Bj4PxUCKAJDMywXQD59LxqfvncYEmRhc2hfYmFzZWxpbmVfMl92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfB75eKwxyr1qv8j4pYY19lrUoE23ExweTF7vO89SAgcyw&oe=63FAE81B&_nc_sid=ea0b6e&_nc_rid=6fb7c596e3";1224;;1191;;0;51;1260;38
"VIDEO";"https://instagram.com/stories/tv_publica/3045033744626038279";"@kapangasok";2023-02-24 01:25;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/8B4A9AAEA0A64DBFD1B9DD0E29EBC48B_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=916810829359255_1710730463&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzhCNEE5QUFFQTBBNjREQkZEMUI5REQwRTI5RUJDNDhCX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHT1lfMnhPU3lsVW0xSndCQURxeWFud3g3ZFZmYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaEnJTUgu%2FuPxUCKAJDMywXQAKTdLxqfvoYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAWbRLkNbsPNwgigJaZtXxryhI3n71sRQrxMln8JRoHUQ&oe=63FAF4A4&_nc_sid=ea0b6e&_nc_rid=8adb9a3841";1289;;1262;;0;41;1116;41
"VIDEO";"https://instagram.com/stories/tv_publica/3044958408903153721";"@camilo  @fnsoloficial @sj_cultura";2023-02-23 22:55;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/2C4B13135327BFDC1FDC85A42D8F12B2_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=104&vs=754642032533012_454489516&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzJDNEIxMzEzNTMyN0JGREMxRkRDODVBNDJEOEYxMkIyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQ0NaMmhOcFVqOUZuQkFFQU5QSF9GeTZPWFF0YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACactZuuw%2B%2FTQBUCKAJDMywXQES2ZmZmZmYYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAQPXu8Y73NqJ5-LdoTyUCDPx8x6ulQEaA18KOlmNFnpg&oe=63F9B37E&_nc_sid=ea0b6e&_nc_rid=ee6d35514a";1235;;1191;;2;35;1245;75
"VIDEO";"https://instagram.com/stories/tv_publica/3044957539373485012";"@fnsoloficial  @sj_cultura";2023-02-23 22:54;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/FE4442800E7169E381BBB624FAE7A6BE_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=2492462104239246_85921339&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0ZFNDQ0MjgwMEU3MTY5RTM4MUJCQjYyNEZBRTdBNkJFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRDJuenhOakFyMDFXY01BQUk3eklsM1pMajFzYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACborqn3gfWAQBUCKAJDMywXQCkiTdLxqfwYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAsj8_8rJe6tG0lofNY8cDzVtQBhhJEYf7dNg-JA7V1ug&oe=63F9EC02&_nc_sid=ea0b6e&_nc_rid=1de5f2fc12";1287;;1251;;0;38;1250;47
"VIDEO";"https://instagram.com/stories/tv_publica/3044935787528339364";"";2023-02-23 22:10;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/6D46C2CE646469D0E33A871C2764CCA6_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=877535386696121_1372074256&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzZENDZDMkNFNjQ2NDY5RDBFMzNBODcxQzI3NjRDQ0E2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTVpDMVJOYlAzdTRkcUlGQUVuWW9qRE9KMlk2YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACamiuCFn7%2FmPxUCKAJDMywXQCuqfvnbItEYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDcSVfKWTihUwEFybEYwuz6zla0YmoPGIuHSieBIwmpFw&oe=63F9B103&_nc_sid=ea0b6e&_nc_rid=4c538925ec";1328;;1288;;0;64;1216;96
"VIDEO";"https://instagram.com/stories/tv_publica/3044930031072677004";"";2023-02-23 21:58;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/EF47508D7EE3559504652FBB8C021582_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=416725380668681_2771223929&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0VGNDc1MDhEN0VFMzU1OTUwNDY1MkZCQjhDMDIxNTgyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTGFmenhNZkxFQ2ZTNjhDQUFneGItQWdfc2RPYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACba2tOhtaLqPxUCKAJDMywXQClPXCj1wo8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfB0P-E0eN05g-bf2ztFO1XiJ04qZazbADTfwlg-31jezw&oe=63F9C74B&_nc_sid=ea0b6e&_nc_rid=201f45e6d4";0;;0;;0;0;0;0
"VIDEO";"https://instagram.com/stories/tv_publica/3044883275488364013";"@tano_jujuy @lostekisoficial @trapocoletti @juanjopestoni @carnavaldelostekis @waltersader @jose_puccio_bass_tekis @manyinlope @_msolcastillo @elcoppa";2023-02-23 20:26;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E9419BBC96B739C811C55557765343B3_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=107&vs=600199911495973_3708424929&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0U5NDE5QkJDOTZCNzM5QzgxMUM1NTU1Nzc2NTM0M0IzX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTlJMMmhPbVBoR2hyUmdEQUFOUURuWEhxYU51YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa6htqnuaS2PxUCKAJDMywXQDARaHKwIMUYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDth8EaL604AhkskR6uA7CyozjuB3qqrxdzwWk76h_yWA&oe=63F9CA7C&_nc_sid=ea0b6e&_nc_rid=48887d96a1";1253;;1169;;1;34;1114;153
"VIDEO";"https://instagram.com/stories/tv_publica/3044823755160511704";"";2023-02-23 18:27;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/2B455AADE7D0E76D93555FE8A744FCB8_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=506034838389961_2820019704&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzJCNDU1QUFERTdEMEU3NkQ5MzU1NUZFOEE3NDRGQ0I4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSUhlMnhONEl0Z2JVNDhFQUhoQ3pzbHgyUzk4YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbu8IShpsnqPxUCKAJDMywXQC4MSbpeNT8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCSkoKzIysy6-KjOH6M3q-2JzZTR49A-xdpeE8d4kKC7g&oe=63F9C38E&_nc_sid=ea0b6e&_nc_rid=a9337c8b85";1228;;1169;;0;37;1167;62
"VIDEO";"https://instagram.com/stories/tv_publica/3044795347064005063";"@taniawed @marianoanga";2023-02-23 17:31;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/DB41ED10E1173209DE7B522D1F3A8381_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=886347092418873_2617516021&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0RCNDFFRDEwRTExNzMyMDlERTdCNTIyRDFGM0E4MzgxX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSTBiMVJOVDhaSDRULXdCQVBsWXBQRVBzTlJ0YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbY2fnf7KPmPxUCKAJDMywXQEa9LxqfvncYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBNa-z_3Nte262Efg6WG2hAcWyh8KIc3iy8ATr5b3nYlA&oe=63F9E62C&_nc_sid=ea0b6e&_nc_rid=f3c4ed1f98";1266;;1177;;2;18;1165;82
"VIDEO";"https://instagram.com/stories/tv_publica/3044731894978607085";"";2023-02-23 15:25;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/C04EA4891848BCEAB10E20FD580EA18F_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=1245626889668798_3851602777&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0MwNEVBNDg5MTg0OEJDRUFCMTBFMjBGRDU4MEVBMThGX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHS3ZvMXhPdXpjdmdWLUFCQUZlNmNJeDJ4YjBLYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbMnbPTuqHPPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfA-IM5u-SdNizVcEVxY28bc_PF_hy2LkAgJIU9Iuvk7Ew&oe=63F9C198&_nc_sid=ea0b6e&_nc_rid=948c9862f5";1243;;1166;;0;41;1162;73
"VIDEO";"https://instagram.com/stories/tv_publica/3044705678531880498";"@kapangasok";2023-02-23 13:40;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/66418B47055663FF8F6C2A6532457A9E_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=616637933627746_1105858318&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzY2NDE4QjQ3MDU1NjYzRkY4RjZDMkE2NTMyNDU3QTlFX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQlEzMkJQeGJtaDc2NVlDQUJxT3dmb3pmMzBCYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbI%2B5XEpdTwPxUCKAJDMywXQD5EGJN0vGoYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfC9HZrMB-S9MvVp4SBIbdaKemK8MTQ1B-bE2e3jJahnXw&oe=63F9E2DC&_nc_sid=ea0b6e&_nc_rid=90c363a24c";1221;;1164;;0;46;1160;61
"VIDEO";"https://instagram.com/stories/tv_publica/3044677842622323759";"@kapangasok  @ine.viana";2023-02-23 13:19;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/7A4B7558E8DA2EF8CC423B82784F60A9_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=100&vs=973414093644722_3209249828&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzdBNEI3NTU4RThEQTJFRjhDQzQyM0I4Mjc4NEY2MEE5X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQTk3MGhPNmJFbkQ1ZFFBQUhVZEZ4STNXT2xNYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaItOG4yJLtQBUCKAJDMywXQDREGJN0vGoYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDNxy3rkLsILa9QC-THITfumgnFWIoj3X1EB577siiJ-w&oe=63F9EF21&_nc_sid=ea0b6e&_nc_rid=a5e7bdce24";1318;;1262;;0;41;1199;79
"VIDEO";"https://instagram.com/stories/tv_publica/3044575224638170065";"@ine.viana  @somosanchipurac  @arqyagnelli";2023-02-23 10:14;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/8746CA5FA84D8487DBE9FF336E56E9B8_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=104&vs=524999069744680_3290932996&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzg3NDZDQTVGQTg0RDg0ODdEQkU5RkYzMzZFNTZFOUI4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQjZHMmhPUHQ2RjN1dVVBQU9DaFA2ejBENnhhYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbYwezxx%2FzsPxUCKAJDMywXQEIVP3ztkWgYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCwCuluYhGf-7i_SxeolQDMH1oc_zm85HaqSU_JhHFhDA&oe=63F9C40C&_nc_sid=ea0b6e&_nc_rid=5abfccdb46";1339;;1301;;0;64;1228;95
"VIDEO";"https://instagram.com/stories/tv_publica/3044558404916873979";"";2023-02-23 09:40;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/74467DC381B5B61EDC808B7D3904CEA5_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=5964553790298972_526179882&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzc0NDY3REMzODFCNUI2MUVEQzgwOEI3RDM5MDRDRUE1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQ0o5MnhOdmpBeWZNcHdHQUpPbE4yZE00eDA2YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACa4zp%2Fa6oDAPxUCKAJDMywXQCDgxJul41QYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCqq1BKJHJVhKII92VSr8km6ncFI-a0K5uCB3RphEIFOg&oe=63F9914E&_nc_sid=ea0b6e&_nc_rid=9a8d33f366";1511;;1487;;0;32;1291;109
;;;2023-02-23 00:19;;643;;638;;0;4;470;65
"VIDEO";"https://instagram.com/stories/tv_publica/3044026042579841743";"";2023-02-22 16:03;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/CF492A8E2BC96E6C2C61D0761EB9BAB5_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=104&vs=491121819705715_931374012&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NGNDkyQThFMkJDOTZFNkMyQzYxRDA3NjFFQjlCQUI1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTEJ3eWhNM0dSSEs5OVlBQVBNNmJGdFFHWWNxYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaUuoqHy5nwPxUCKAJDMywXQC4MSbpeNT8YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCF4R2AZHwNOavhgBFNGWWMBIK061HqGQ4_bIb-cfkaHA&oe=63F8AF3E&_nc_sid=ea0b6e&_nc_rid=577e1de25e";1354;;1331;;0;35;1118;210
"VIDEO";"https://instagram.com/stories/tv_publica/3044005198138835283";"@lostekisoficial @carnavaldelostekis";2023-02-22 15:21;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/5A4F8546808B40907C094F77CBD814AB_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=103&vs=710685740697703_410985274&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzVBNEY4NTQ2ODA4QjQwOTA3QzA5NEY3N0NCRDgxNEFCX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSVg0emhPMFFuYTBENG9NQUdhbUhHVEpLOTFHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbCkNyb%2F%2FfxPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDvKsX191TBRHF5U3ZQvIenj321Q3vQjits3WRkGK-SfQ&oe=63F8AA9F&_nc_sid=ea0b6e&_nc_rid=4041f42885";1397;;1397;;0;47;1225;104
"VIDEO";"https://instagram.com/stories/tv_publica/3043941529224901057";"@trapocoletti @manyinlope @carnavaldelostekis @elcoppa @nico.hache @lostekisoficial  @waltersader @juanjopestoni @jose_puccio_bass_tekis";2023-02-22 13:15;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/B34A302F41A0C85253FFEBD1001515A7_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=109&vs=888545485687385_2916902030&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0IzNEEzMDJGNDFBMEM4NTI1M0ZGRUJEMTAwMTUxNUE3X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRjN1dEJObDM1cWN3cmtBQUdzNTRhZC1QMWxqYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaShPT%2B3N7hPxUCKAJDMywXQEaFwo9cKPYYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBEAAYluVtemYuDi_dVK1ywKjVmZVHFyvQFbeLJCtu0NQ&oe=63F899AC&_nc_sid=ea0b6e&_nc_rid=602b85e4b5";1447;;1418;;2;64;1288;162
"VIDEO";"https://instagram.com/stories/tv_publica/3043940447287431690";"@waltersader @trapocoletti @lostekisoficial @carnavaldelostekis @elcoppa @nico.hache @tano_jujuy";2023-02-22 13:13;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/F048644FD13DF56EC1C1DB3DD39FB786_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=106&vs=6253275714692753_2214337210&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0YwNDg2NDRGRDEzREY1NkVDMUMxREIzREQzOUZCNzg2X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSVdjemhNVTdDS3NGaUVFQUZmSmdQV1ZpQnAxYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbmleqz8Pa6PxUCKAJDMywXQEAD987ZFocYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDV58S3kIn_61xKya78U2aOXAW7SZzp22176Sve95sRrg&oe=63F83AAE&_nc_sid=ea0b6e&_nc_rid=4fd6345fb3";1650;;1591;;2;34;1336;190
"VIDEO";"https://instagram.com/stories/tv_publica/3043518385641149824";"";2023-02-21 23:14;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/54414F24B8DA2D332E96A5D9C539809D_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=108&vs=9011086188961929_2703788089&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzU0NDE0RjI0QjhEQTJEMzMyRTk2QTVEOUM1Mzk4MDlEX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSGNnMWhPQk9jT203TElGQURLRDdqY0pqRk1qYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbWyJ6cs7qzPxUCKAJDMywXQDE41P3ztkYYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfB9qOkUNwvwgAJL0TiUEPEJbNBBW5WGfoC-PSm9jW5Z9w&oe=63F72493&_nc_sid=ea0b6e&_nc_rid=c5295f8ce4";1611;;1608;;2;36;1467;159
"VIDEO";"https://instagram.com/stories/tv_publica/3043483729919149115";"Arrancamos el bailongooo";2023-02-21 22:05;"https://video-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/344D0002881AB839C97F20A57F251AA8_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=video-lcy1-1.cdninstagram.com&_nc_cat=102&vs=552108863369501_3486762778&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzM0NEQwMDAyODgxQUI4MzlDOTdGMjBBNTdGMjUxQUE4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHT2liMWhPcWYtZVRZNmNFQUhGRU0welJPSU5aYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbguOK57NfzPxUCKAJDMywXQDP3S8an754YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAnjmJpAT_dzRWuSP9mKjsId5UJ8FPSp_i_EWcYqLmCog&oe=63F755D6&_nc_sid=ea0b6e&_nc_rid=bcccd2b1b1";1597;;1582;;0;59;1513;75
