Id;URL;Text;Timestamp;Impressions (Organic);Impressions (Paid);Favorites (Organic);Favorites (Paid);Retweets (Organic);Retweets (Paid);Replies (Organic);Replies (Paid);Quotes;Link Clicks (Organic);Link Clicks (Paid);Profile Clicks (Organic);Profile Clicks (Paid);Engagement;Video views (Organic);Video views (Paid)
"1641883216440090624";"https://twitter.com/a/status/1641883216440090624";"La Justicia de EEUU falló contra la Argentina en el juicio por la reestatización de YPF y ordenó pagar una indemnización que podría llegar hasta casi a los u$s 20.000 millones.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/6xKSncZnfD";2023-03-31 16:20;"2520";"0";"5";"0";"2";"0";"2";"0";"2";;;"3";"0";"5.56";"581";"0"
"1641875307425587203";"https://twitter.com/a/status/1641875307425587203";"¡La fecha 6 del Campeonato YPF está en marcha! Ya comienza @BanfieldFutFem vs @BelgranoFem. Mirá el partido en https://t.co/N6asxMAHbW

#FútbolFemeninoEnTVP #CampeonatoYPF https://t.co/UTwltWVNQ5";2023-03-31 15:49;"2207";"0";"3";"0";"1";"0";"2";"0";;"2";"0";;;"3.62";;
"1641856304338567169";"https://twitter.com/a/status/1641856304338567169";"¡Pollo a la naranja con puré de calabaza! Mica Najmanovich prepara esta riquísima receta con pasos sencillos para que lo prepares en tu casa.

Mirá @cocinerosarg en https://t.co/UZOlx7UTP4 https://t.co/cmEKKMZERA";2023-03-31 14:33;"2239";"0";"8";"0";"1";"0";"2";"0";;;;"5";"0";"7.15";"658";"0"
"1641835934101520388";"https://twitter.com/a/status/1641835934101520388";"Viviam Perrone sobre la Ley de Alcohol Cero: ""Siento una gran tristeza y una gran confusión"". La referente de Madres del Dolor se refirió al fracaso del debate de la Ley, tras el escándalo en el Senado, luego de que la oposición impidiera que se desarrolle la sesión. https://t.co/jwK35erZzj";2023-03-31 13:12;"2942";"0";"18";"0";"3";"0";"4";"0";;;;"2";"0";"9.18";"892";"0"
"1641812800304562178";"https://twitter.com/a/status/1641812800304562178";"UAI 3-0 DEF | 16' ST| ¡Picó y goleó! Romina Nuñez marca un nuevo gol en el Campeonato YPF. La jugadora que lleva el Nro 11 en su casaca anotó su tercer gol de la competencia

Mirá @clubuaiurquiza y @defeweb en https://t.co/mwI1cgfuyo
#FútbolFemeninoEnTVP https://t.co/1FCvpjeVxb";2023-03-31 11:40;"1640";"0";"4";"0";"1";"0";;;;;;;;"3.05";"382";"0"
"1641810922237833216";"https://twitter.com/a/status/1641810922237833216";"UAI 2-0 DEF | 9' ST| Sofía Olivera, la arquera del Furgón, grita GOOOOOL. De tiro libre, la uruguaya pone el 2-0

Mirá @clubuaiurquiza y @defeweb en https://t.co/mwI1cgfuyo
#FútbolFemeninoEnTVP https://t.co/b5wskZ6Y0j";2023-03-31 11:33;"5959";"0";"32";"0";"3";"0";"1";"0";"4";"2";"0";"17";"0";"9.9";"1558";"0"
"1641801914298912771";"https://twitter.com/a/status/1641801914298912771";"UAI 1-0 DEF | 36' PT| ¡GOOOOL de #UAI! Se destraba el marcador en el Monumental de Villa Lynch. Luna fue la encargada de darle la victoria parcial al Furgón.

Mirá @clubuaiurquiza y @defeweb en https://t.co/mwI1cgfuyo
#FútbolFemeninoEnTVP https://t.co/wHBb5WxyjD";2023-03-31 10:57;"1500";"0";"4";"0";;;;;;;;"7";"0";"7.33";"333";"0"
"1641791952361234437";"https://twitter.com/a/status/1641791952361234437";"¡Las Dragonas están listas para salir a la cancha! Esta es su formación.

Mirá @clubuaiurquiza y @defeweb en https://t.co/mwI1cgfuyo
#FútbolFemeninoEnTVP https://t.co/iWXBA7UrJD";2023-03-31 10:17;"1652";"0";"3";"0";;;;;;;;"1";"0";"2.42";"388";"0"
"1641791475389280260";"https://twitter.com/a/status/1641791475389280260";"¡Así forma el Furgón! Las Guerreras ya están listas para enfrentarse a las Dragonas. Mirá @clubuaiurquiza y @defeweb en https://t.co/mwI1cgfuyo #FútbolFemeninoEnTVP https://t.co/I8bFFz72TL";2023-03-31 10:16;"1562";"0";"3";"0";;;;;;;;"2";"0";"3.2";"371";"0"
"1641788558364008448";"https://twitter.com/a/status/1641788558364008448";"¡Arranca la Fecha 6 en el Monumental de Lynch! Esta es la agenda de los partidos del Campeonato YPF ¡Mirá!

#FútbolFemeninoEnTVP https://t.co/4SNdZaDeL9";2023-03-31 10:04;"1639";"0";"2";"0";;;;;;;;;;"1.22";"381";"0"
"1641782844300173313";"https://twitter.com/a/status/1641782844300173313";"¡Viernes de fútbol! A las 9:45 @clubuaiurquiza se enfrenta ante @defeweb A las 15:30 @BanfieldFutFem recibe a @BelgranoFem. La pelota comienza a rodar, ¿quiénes se adueñarán de los 3 puntos de hoy?

#FútbolFemeninoEnTVP #CampeonatoYPF https://t.co/I544Xz8Uho";2023-03-31 09:41;"1585";"0";"2";"0";;;;;;;;;;"1.26";;
"1641759959359578112";"https://twitter.com/a/status/1641759959359578112";"Aumentó el pollo por la demanda ante el precio de la carne vacuna. La inflación, sequía y gripe aviar provocó incrementos fuertes en las granjas, donde el kilo del producto puede superar los $700. La mirada de un comerciante. https://t.co/qiUIk1bfyH";2023-03-31 08:10;"2523";"0";"7";"0";"2";"0";"3";"0";;;;"1";"0";"5.15";"1329";"0"
"1641759323729588224";"https://twitter.com/a/status/1641759323729588224";"La mamá de Blas Correas espera la condena de todos los acusados. Hoy se dará a conocer el veredicto del juicio que se le sigue a 13 policías por el crimen del joven de 17 años ocurrido en agosto de 2020 durante un control vehicular. Palabras de Soledad Laciar, madre de la víctima https://t.co/4NRKyVLOee";2023-03-31 08:08;"1958";"0";"3";"0";;;;;;;;"2";"0";"2.55";"624";"0"
"1641757392634363904";"https://twitter.com/a/status/1641757392634363904";"El Gobierno simplifica parte del mercado cambiario con beneficios para las economías regionales. El secretario de Industria y Desarrollo Productivo José Ignacio de Mendiguren explica la implementación del llamado “dólar agro” unificado. https://t.co/bEZG15TCoM";2023-03-31 08:00;"2287";"0";"5";"0";"2";"0";;;"2";;;"3";"0";"5.25";"656";"0"
"1641626300472344576";"https://twitter.com/a/status/1641626300472344576";"Crecimiento, empleo, inflación y pobreza, ¿Qué pasa con la economía? José de Mendiguren da su punto de vista acerca de cuál es el camino a seguir. 

Mirá #Desiguales en https://t.co/fnEKkuadQ9 https://t.co/lVNMlrXbd3";2023-03-30 23:19;"3240";"0";"4";"0";;;"4";"0";;;;"4";"0";"3.7";"914";"0"
"1641624327043809282";"https://twitter.com/a/status/1641624327043809282";"""La sociedad rescató a los empresarios en la Pandemia"" afirmó José de Mendiguren en #Desiguales. 

Sumate al debate en https://t.co/fnEKkuadQ9 https://t.co/0aZ5LTEnCQ";2023-03-30 23:11;"3179";"0";"5";"0";;;"1";"0";;"1";"0";"2";"0";"2.83";"1006";"0"
"1641617681315946496";"https://twitter.com/a/status/1641617681315946496";"La legislatura porteña rechazó crear un parque público en Costa Salguero donde Juntos por el Cambio quiere construir un proyecto inmobiliario.
https://t.co/JAJfBA9aI8";2023-03-30 22:45;"2335";"0";"10";"0";"4";"0";;;;"3";"0";"2";"0";"8.14";;
"1641617134580121601";"https://twitter.com/a/status/1641617134580121601";"El uso de repelentes ante el brote de dengue https://t.co/CxvKV1axFu";2023-03-30 22:43;"2197";"0";"3";"0";;;;;;"8";"0";;;"5.01";;
"1641616849900126209";"https://twitter.com/a/status/1641616849900126209";"Sergio Massa, ministro de @Economia_Ar, firmó un acuerdo bilateral con EE.UU. de refinanciamiento de la deuda con el Club de París que permitirá acceder a nuevas líneas de crédito. 
https://t.co/Qxh2NMZCKL";2023-03-30 22:42;"2245";"0";"3";"0";"1";"0";"2";"0";;;;"2";"0";"3.56";;
"1641616537617399808";"https://twitter.com/a/status/1641616537617399808";"El presidente @alferdez  habló con radio @perfildiario  desde EE.UU y se refirió al rol de Javier Milei, el diputado de la Libertad Avanza. https://t.co/aZ4Mp1QJFy";2023-03-30 22:40;"2249";"0";"2";"0";;;;;;"1";"0";"1";"0";"1.78";;
"1641560737922400262";"https://twitter.com/a/status/1641560737922400262";"Desde mañana, ""Las Bellas Almas de los Verdugos"" cuenta la historia de Rodolfo, antes de Rodolfo Walsh. Con Diego Cremonesi, Vera Spinetta y Carla Pandolfi. Mirala todos los viernes a las 23.00 en https://t.co/GYiXqQWnBq https://t.co/oQuGUorwLg";2023-03-30 18:59;"4361";"0";"37";"0";"5";"0";"5";"0";"2";"2";"0";"2";"0";"12.15";"3307";"0"
"1641523041917194240";"https://twitter.com/a/status/1641523041917194240";"#EstamosConectados con Santiago Reuil para hablar del Parque Nacional Talampaya ubicado en La Rioja donde se realizan investigaciones tiene enorme importancia paleontológica como el Zupaysaurus.

Miralo en https://t.co/UZOlx7UTP4 https://t.co/00KJpNJr7P";2023-03-30 16:29;"1914";"0";"9";"0";;;;;;"2";"0";"2";"0";"6.79";"538";"0"
"1641485827447435264";"https://twitter.com/a/status/1641485827447435264";"¿Conocés el arroz negro? Gladys Mabel Olazar nos trae una receta original de pescado relleno para preparar en casa. Mirá #CocinerosArgentinos en vivo en https://t.co/GYiXqQWnBq y aprendé a prepararla https://t.co/ME0svigp1b";2023-03-30 14:01;"2122";"0";"7";"0";;;;;;;;"2";"0";"4.24";"633";"0"
"1641473070987718664";"https://twitter.com/a/status/1641473070987718664";"Un nuevo parte médico del Hospital Gemelli, en Roma, indicó que la salud del Papa Francisco “mejora de forma progresiva” tras ser internado el miércoles para someterse a una terapia médica por una infección respiratoria.

Más información en https://t.co/fnEKkuadQ9 https://t.co/AhxLOEMhzd";2023-03-30 13:10;"2320";"0";"18";"0";"4";"0";;;;;;;;"9.48";"610";"0"
"1641470343213711363";"https://twitter.com/a/status/1641470343213711363";"El ex presidente de Brasil, @jairbolsonaro, regreso a su país luego de una estancia de 3 meses en Estados Unidos. Fue recibido por seguidores en el aeropuerto de Brasilia.

Información ampliada en https://t.co/fnEKkuadQ9 https://t.co/v1UOBSWHku";2023-03-30 13:00;"1620";"0";"3";"0";"1";"0";;;;;;;;"2.47";"341";"0"
"1641468244056846342";"https://twitter.com/a/status/1641468244056846342";"“Este poder judicial funciona mal, vulnera la democracia, invade las competencias de otros poderes y nos quita democracia”. La directora de Asuntos Jurídicos del @SenadoArgentina, @gracepenafort, sobre el lawfare en Argentina.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/jsPuUfM5tp";2023-03-30 12:51;"5427";"0";"49";"0";"23";"0";;;"1";;;"6";"0";"14.56";"1770";"0"
"1641458423760842752";"https://twitter.com/a/status/1641458423760842752";"Desde @utectera criticaron la decisión del gobierno porteño de quitar el plus escolar a familias que no puedan garantizar la presencialidad de sus hijos e hijas en los colegios.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/NJhyHQNXf8";2023-03-30 12:12;"2512";"0";"23";"0";"5";"0";;;"3";"1";"0";"4";"0";"14.33";"673";"0"
"1641457332793012224";"https://twitter.com/a/status/1641457332793012224";"Continúan en aumento los casos de dengue en el país y ya superan los diez mil contagios. Esta suba hizo colapsar varias guardias médicas y centros de salud.

Información ampliada en https://t.co/fnEKkuadQ9 https://t.co/w3gtcMI29h";2023-03-30 12:08;"1872";"0";"4";"0";;;;;"1";"1";"0";;;"3.21";"465";"0"
"1641449983940653060";"https://twitter.com/a/status/1641449983940653060";"El jefe de Gobierno porteño, @horaciorlarreta, confirmó que dejó sin el “plus escolar” a 1.445 familias porteñas por “no mandar a sus hijos al colegio”, luego de haber cambiado los requisitos de asistencia para hacerlos más estrictos.

https://t.co/amO2xZUUfl";2023-03-30 11:39;"1853";"0";"7";"0";"3";"0";;;;"4";"0";;;"7.56";;
"1641436815839166465";"https://twitter.com/a/status/1641436815839166465";"El establecimiento “Las Mil y Una” en el distrito de Trenque Lauquen crían un tipo de oveja “triple propósito” porque produce lana, leche y carne: La “Pampinta” es una oveja criada por el INTA y que consiguió varios premios.

#MañanasPúblicas | https://t.co/fnEKkuadQ9 https://t.co/B7fUYCTESa";2023-03-30 10:46;"2140";"0";"13";"0";"1";"0";"1";"0";;"1";"0";"4";"0";"9.35";"624";"0"
"1641399295470436354";"https://twitter.com/a/status/1641399295470436354";"Arranca #AireNacional y conecta con LRA 59 Gobernador Gregores, en la provincia de Santa Cruz. Allí, la radio cumple un rol fundamental ya que conecta al pueblo con las personas que viven y trabajan en el campo.

Mira https://t.co/fnEKkuadQ9 https://t.co/h1kWJYNDlA";2023-03-30 08:17;"2367";"0";"10";"0";"1";"0";"2";"0";;;;"2";"0";"6.34";"697";"0"
"1641392992828235777";"https://twitter.com/a/status/1641392992828235777";"La vicepresidenta de la Nación, @CFKArgentina, le respondió a través de sus redes sociales al senador estadounidense @tedcruz quién pidió que se la sancione por la condena en su contra en la causa “Vialidad”.

Más información en https://t.co/fnEKkuadQ9 https://t.co/lG5vq5XvfV";2023-03-30 07:52;"2692";"0";"19";"0";;;"3";"0";;"1";"0";"7";"0";"11.14";"883";"0"
"1641391368055451649";"https://twitter.com/a/status/1641391368055451649";"El ministro de Economía @SergioMassa se reunió con la subdirectora gerente del FMI, @GitaGopinath, en el marco del cumplimiento de metas acordadas. El directorio del organismo se reunirá mañana y aprobaría la cuarta revisión del acuerdo.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/Kh52OfME2w";2023-03-30 07:46;"2063";"0";"11";"0";"4";"0";"1";"0";;;;"6";"0";"10.66";"660";"0"
"1641388022875783168";"https://twitter.com/a/status/1641388022875783168";"El canciller @SantiagoCafiero y el ministro de Seguridad @FernandezAnibal formaron parte de la comitiva presidencial que viajó a Estados Unidos y brindaron un balance del encuentro entre @alferdez y @JoeBiden.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/yAtb6i4UXr";2023-03-30 07:32;"2569";"0";"14";"0";"3";"0";"4";"0";;;;"2";"0";"8.95";"815";"0"
"1641384826107224067";"https://twitter.com/a/status/1641384826107224067";"El papa Francisco (@Pontifex_es) pasó bien la noche tras ser internado ayer por una infección pulmonar y se espera que permanezca algunos días más en el hospital Gemelli de Roma.

Más información en https://t.co/fnEKkuadQ9 https://t.co/2xhJncw9wz";2023-03-30 07:20;"2418";"0";"10";"0";"7";"0";"1";"0";;"1";"0";"3";"0";"9.1";"771";"0"
"1641380044969844739";"https://twitter.com/a/status/1641380044969844739";"El jefe de Gabinete @RossiAgustinOk brindó su primer informe de gestión ante @DiputadosAR. Se refirió a distintos temas, de los cuales se destacaron el desempeño económico del gobierno y el rol de la Justicia.

Información ampliada en https://t.co/fnEKkuadQ9 https://t.co/XYBroLDja0";2023-03-30 07:01;"2085";"0";"8";"0";"1";"0";"3";"0";;;;"2";"0";"6.71";"624";"0"
"1641239868540874754";"https://twitter.com/a/status/1641239868540874754";"""Yo estoy para generar un espacio diferente al PRO"" dijo Facundo Manes respecto a cuál será el rol y el espacio de la UCR en las próximas elecciones presidenciales.

Miralo en https://t.co/fnEKkuadQ9 https://t.co/Q42ExMHtbo";2023-03-29 21:44;"2349";"0";"6";"0";;;"1";"0";;;;"2";"0";"3.83";"763";"0"
"1641236269006028800";"https://twitter.com/a/status/1641236269006028800";"""El líder que venga va a tener que construir consensos"" afirmó @ManesF en #Desiguales. El diputado nacional se refirió a la necesidad de un nuevo paradigma en la democracia donde todos los sectores colaboren entre sí.

Sumate al debate en https://t.co/GYiXqQWnBq https://t.co/xmMT2Ntoec";2023-03-29 21:29;"2137";"0";"6";"0";"1";"0";"4";"0";"1";;;"3";"0";"7.02";"698";"0"
"1641226806077321217";"https://twitter.com/a/status/1641226806077321217";"¡Directo a los Premios Martín Fierro!🏆 Protagonizada por Gabriel Schultz, la obra de radioteatro ""Sherlock Schultz"" llega a la pantalla de la Televisión Pública en una #NocheDeMente.

Miralo en https://t.co/GYiXqQWnBq https://t.co/NHw9wkGxvA";2023-03-29 20:52;"2142";"0";"2";"0";;;;;;"2";"0";;;"1.87";"585";"0"
"1641224859735801861";"https://twitter.com/a/status/1641224859735801861";"Radio, teatro o stand up, ¿Qué harías en el futuro? Gabriel Schultz se somete a las ""Preguntas de Mente"" de @carlaconteok y @cocosily.

Sumate a esta #NocheDeMente en https://t.co/fnEKkuadQ9 https://t.co/7nDqBYbwlX";2023-03-29 20:44;"4289";"0";"8";"0";"1";"0";"1";"0";;"1";"0";"2";"0";"3.03";"1376";"0"
"1641214867351773188";"https://twitter.com/a/status/1641214867351773188";"Luego de la cumbre con Joe Biden, el presidente Alberto Fernández afirmó que ""se han abierto las puertas para un trabajo estratégico"". Además, coincidieron en crear ""un gran proyecto"" junto a Brasil y México para llevar alimentos a todo el mundo. 

https://t.co/fnEKkuadQ9 https://t.co/oXoO1ZeIhb";2023-03-29 20:04;"2570";"0";"4";"0";;;"3";"0";"2";;;"3";"0";"4.67";"680";"0"
"1641210988497186817";"https://twitter.com/a/status/1641210988497186817";"Tras el despido de Hugo Ibarra, Boca busca un nuevo director técnico de cara a la Copa Libertadores. Gerardo ""Tata"" Martino, José Pékerman y Diego Martínez son los principales candidatos para ocupar el puesto.

Más información en https://t.co/fnEKkuadQ9 https://t.co/iCFOmbVLHw";2023-03-29 19:49;"2130";"0";"4";"0";;;;;;"2";"0";"1";"0";"3.29";"650";"0"
"1641208741524566016";"https://twitter.com/a/status/1641208741524566016";"El Jefe de Gabinete @RossiAgustinOk brinda su primer informe de gestión del Gobierno en la Cámara de Diputados. Además, responde preguntas de legisladores acerca de economía y política exterior, entre otros puntos. 

Más información en https://t.co/fnEKkuadQ9 https://t.co/kUgunU6nzA";2023-03-29 19:40;"1778";"0";"4";"0";;;;;;;;"1";"0";"2.81";"404";"0"
"1641207515651223554";"https://twitter.com/a/status/1641207515651223554";"Jey Mammón negó a través de un video en sus redes sociales haber cometido abuso sexual, al mismo tiempo que admitió haber mantenido una relación con el denunciante, cuando éste era menor de edad.

Más información en https://t.co/fnEKkuadQ9 https://t.co/jxo7LfnF9B";2023-03-29 19:35;"2494";"0";"9";"0";"1";"0";;;"1";"1";"0";"1";"0";"5.21";"924";"0"
"1641173456401178624";"https://twitter.com/a/status/1641173456401178624";"¿Cómo se llevan los jóvenes con la religión? Se prende el #Altavoz en TV Pública y se debate en como la juventud se acerca a las distintas religiones, siendo que el 84% de las personas se sienten identificadas con una religión.

Miralo en https://t.co/UZOlx7UTP4 https://t.co/iZIHO6pXiZ";2023-03-29 17:20;"4669";"0";"20";"0";"8";"0";"2";"0";;;;"7";"0";"7.92";"1544";"0"
"1641168504761008130";"https://twitter.com/a/status/1641168504761008130";"Alberto Fernández concluye su gira por Estados Unidos con una cumbre junto a Joe Biden. El Presidente agradeció el apoyo de su par estadounidense en los organismos internacionales y destacó la donación de vacunas contra el Covid-19. 

Más información en https://t.co/fnEKkuadQ9 https://t.co/9ykXqBqHuo";2023-03-29 17:00;"5233";"0";"7";"0";;;"3";"0";"3";;;"6";"0";"3.63";"1494";"0"
"1641157704185004040";"https://twitter.com/a/status/1641157704185004040";"#EstamosConectados con César Cabero que tiene más de 10.000 ejemplares de cactus y 1.500 especies. Se apasionó por esta vegetación a partir de los 8 años y lo mantiene hasta hoy en día en su terraza, incluyendo plantas de todo el mundo.

Miralo en https://t.co/UZOlx7UTP4 https://t.co/QjZSlBYenj";2023-03-29 16:17;"4722";"0";"14";"0";;;"1";"0";;"1";"0";"4";"0";"4.24";"1476";"0"
"1641113954960261137";"https://twitter.com/a/status/1641113954960261137";"Un grupo de exalumnos denunció ante la justicia penal a las autoridades del Colegio del Salvador por los repetidos episodios de abuso sexual por parte del sacerdote César Fretes, quien fuera su tutor en sexto grado. https://t.co/pn8yzUQq1N";2023-03-29 13:23;"2498";"0";"13";"0";"5";"0";;;;;;"3";"0";"8.41";"808";"0"
"1641101024365535237";"https://twitter.com/a/status/1641101024365535237";"Dengue: los casos se multiplicaron en más de la mitad del territorio nacional en los últimos dos meses y ya son 6 las víctimas confirmadas. La Ciudad de Buenos Aires es uno de los distritos más afectados. https://t.co/liEOY3Ashv";2023-03-29 12:32;"2691";"0";"12";"0";"7";"0";"1";"0";"1";;;"5";"0";"9.66";"636";"0"
"1641097329850691588";"https://twitter.com/a/status/1641097329850691588";"Alberto Fernández mantendrá hoy una reunión bilateral con su par estadounidense Joe Biden. Se espera que aborden temas de interés bilateral vinculados con la defensa de la democracia, el comercio, las inversiones, el desarrollo tecnológico, la deuda y el cambio climático. https://t.co/iqhlmTBK53";2023-03-29 12:17;"2476";"0";"11";"0";"1";"0";"13";"0";;;;"2";"0";"10.9";"731";"0"
"1641076861030596609";"https://twitter.com/a/status/1641076861030596609";"Canal 12 de Trenque Lauquen es un canal público que forma parte de @rta_se y, entre otros programas, produce @pamperotv, el ciclo de producción de agroalimentos que se emite cada mañana, a las 6:00, en nuestra pantalla.

#MañanasPúblicas | https://t.co/fnEKkuadQ9 https://t.co/zSuEIaz92A";2023-03-29 10:56;"1649";"0";"5";"0";"2";"0";;;;;;"1";"0";"4.85";"346";"0"
"1641037957313208321";"https://twitter.com/a/status/1641037957313208321";"Se enciende el #AireNacional 🔴📻📺 y conecta con Claudia Slava y Joaquín Carrizo, conductores de “La Mañana de Nacional” en LRA 25 Tartagal para contar opciones de turismo rural y comunitario.

Mirá https://t.co/fnEKkuadQ9 https://t.co/RBRzGSRyD9";2023-03-29 08:21;"2141";"0";"4";"0";;;;;;;;"4";"0";"3.74";"570";"0"
"1641032219283058693";"https://twitter.com/a/status/1641032219283058693";"Radio Nacional presentó su primer código de ética. El documento afirma el objetivo del medio público en preservar y defender su carácter federal, a través de la promoción de valores democráticos en las 50 emisoras que la integran.

Más información en https://t.co/fnEKkuadQ9 https://t.co/AzvSenr4Iz";2023-03-29 07:59;"4301";"0";"23";"0";"7";"0";"5";"0";;;;"9";"0";"10.23";"1315";"0"
"1641029209098158082";"https://twitter.com/a/status/1641029209098158082";".@DiputadosAR aprobó el proyecto para fortalecer el sistema judicial penal de la provincia de Santa Fe. Entre las medidas, buscan crear 27 fiscalías federales con el fin de avanzar con mayor rapidez en las causas de narcocriminalidad.

Más noticias en https://t.co/fnEKkuadQ9 https://t.co/FLVcwZaJEO";2023-03-29 07:47;"2159";"0";"5";"0";;;;;;"1";"0";"1";"0";"3.24";"514";"0"
"1641021206039089153";"https://twitter.com/a/status/1641021206039089153";"Los casos de dengue se multiplican en todo el país. Se confirmaron casi 10 mil contagios y al menos 6 víctimas fatales, en 13 jurisdicciones del territorio nacional.

Información ampliada en https://t.co/fnEKkuadQ9 https://t.co/HA3h4abuKg";2023-03-29 07:15;"2987";"0";"9";"0";"9";"0";"2";"0";;"3";"0";"3";"0";"8.7";"1017";"0"
"1641017770564366336";"https://twitter.com/a/status/1641017770564366336";"Se reanudó el juicio por el crimen de Lucas González. La segunda audiencia contó con testimonios de la madre y el padre del adolescente y los tres amigos que acompañaron a la víctima en el momento del crimen.

Más información en https://t.co/fnEKkuadQ9 https://t.co/Xe5JHGTpzD";2023-03-29 07:01;"2106";"0";;;;;;;;;;"1";"0";"0.47";"632";"0"
"1640911835275640832";"https://twitter.com/a/status/1640911835275640832";".@LoCelsoGiovani: ""Todos estos meses que estuve recuperándome de la lesión no pensaba en otra cosa que en volver a ponerme esta camiseta"" 

@SofiMMartinez habló con el jugador de la asistencia clave para abrir el marcador ante Curazao. Mirá #ZonaMixta en https://t.co/GYiXqQWnBq https://t.co/Afpku0YNss";2023-03-29 00:00;"3440";"0";"20";"0";"5";"0";;;;"1";"0";"16";"0";"12.21";"1107";"0"
