Image;PostLink;Content;Type;Timestamp;Reactions;Comments;Shared;Clicks;LinkClicks;Impressions;Impressions (Organic);Impressions (Paid);Reach;Reach (Organic);Reach (Paid);VideoViews (Organic);VideoViews (Paid);VideoTimeWatched;Engagement;Spent
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/336616703_897693774845443_7586125297108525275_n.jpg?stp=dst-jpg_s130x130&_nc_cat=101&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=7G5A4jjLMbUAX9kw5A7&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBKwZZf4CZC76aGg5UH4z0HgOcLZqHIjbh6zbCBzf56DQ&oe=64DF667C";"https://facebook.com/105921658046/posts/10162617562913047";"El Duko también fue parte de la Fiesta Nacional de la Confluencia e hizo explotar la Isla 132 con “Givenchy”.

Toda la música de #FestivalPaís en www.tvpublica.com.ar";"video";2023-03-31 22:02;97;11;7;380;0;22981;22981;0;22981;22981;0;5833;0;5;"21.54";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/337371439_3399196187006630_2543402940851854066_n.jpg?stp=dst-jpg_s130x130&_nc_cat=100&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=Tjz4iunVSS8AX9FfYC-&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAyoDixgkqgMyryRYtBd01shm0dP6cyqsLLD2RgsBqhZw&oe=64DF1105";"https://facebook.com/105921658046/posts/10162617522548047";"🎶¡No todo orgasmo acaba bien amor, no todo lo que brilla es oro, no quedo ni el loro en esta habitación que nunca alquilamos!🎵 “Tantas Escaleras” de Las Pastillas del Abuelo en el Festival Nacional de la Confluencia, Neuquén.

www.tvpublica.com.ar";"video";2023-03-31 21:39;33;6;10;71;0;8035;8035;0;7880;7880;0;1114;0;3;"15.23";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/338929243_582589970504640_6470672134721482304_n.jpg?stp=dst-jpg_s130x130&_nc_cat=108&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=WV5qj6snf4sAX9teRxy&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCU9HnrtVi1ZRO8nb1Q7tHVxpZ850duiHYj55JCes8ACA&oe=64DF69DA";"https://facebook.com/105921658046/posts/10162617507188047";"Reviví lo mejor de #FestivalPaís. Show de La K'onga en el Festival Nacional de la Confluencia en Neuquén y el hit que se bailó todo el verano. “Universo Paralelo” junto a Nahuel Pennisi.

Mirá www.tvpublica.com.ar";"video";2023-03-31 21:23;166;3;19;177;4;14759;14759;0;14325;14325;0;3398;0;6;"25.48";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/338520298_1975271326150820_8964382710104423567_n.jpg?stp=dst-jpg_s130x130&_nc_cat=100&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=wI1dzfmITBcAX9wwGm7&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDzEpJkFZHIWtT2YerrGMdFJLtwAmWk5nlUzjEF958G7g&oe=64DDD9A1";"https://facebook.com/105921658046/posts/10162617466253047";"El “Elevador De Mente” pone a prueba la coordinación 🖐️👁️ de Diego Topa ¿En cuánto tiempo logrará completar el circuito?

#NocheDeMente | tvpublica.com.ar";"video";2023-03-31 20:58;15;0;3;42;0;4330;4330;0;4299;4299;0;1128;0;5;"13.96";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/339360143_3030081153963897_8589720974981046572_n.jpg?stp=dst-jpg_s130x130&_nc_cat=102&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=QIhzsx3aFtkAX86nfTX&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBhqUjNWeUzav0v3Ycp2NoksfgG2XRgRdnmonrH3H2z5w&oe=64DF5FE3";"https://facebook.com/105921658046/posts/10162617423078047";"Luis Enrique @csrecreativa explica el fenómeno de la Diferencia de Potencial, un impulso que impulsará el “Ventilador de Mente”

#NocheDeMente | www.tvpublica.com.ar";"video";2023-03-31 20:26;11;0;0;23;0;4334;4334;0;4243;4243;0;763;0;3;"8.01";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/339212003_570988861675538_7938276165449431117_n.jpg?stp=dst-jpg_s130x130&_nc_cat=103&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=LE_UEdjFGCMAX9I7YVi&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC1OWFbXg-S8pAXvqtL17njo18MUVef32VwtmoaIE-bpw&oe=64DF63EC";"https://facebook.com/105921658046/posts/10162617378958047";"El Fondo Monetario Internacional concluyó la cuarta revisión del acuerdo con nuestro país y aprobó el desembolso de US$5.400 millones.

Más información en www.tvpublica.com.ar";"video";2023-03-31 19:54;31;8;2;152;2;5167;5167;0;5167;5167;0;1898;0;6;"37.35";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/337907534_1378148079627933_5907438728305733596_n.jpg?stp=dst-jpg_s130x130&_nc_cat=108&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=BPiDqNMaxU8AX9AgMls&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDFrzMFoTAhA3FKANzQLT2GgEDqmKxC6FEyQ3m530VO5w&oe=64DE8550";"https://facebook.com/105921658046/posts/10162617347038047";"Tras la cumbre en La Plata, el Consejo Provincial del Partido Justicialista convocó a una movilización ante la Corte Suprema el próximo 13 de abril.

Más información en www.tvpublica.com.ar";"video";2023-03-31 19:31;37;10;2;64;0;2858;2858;0;2796;2796;0;629;0;5;"40.41";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/338938881_597607878944982_3174079444714087632_n.jpg?stp=dst-jpg_s130x130&_nc_cat=111&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=03WVn-YRSgYAX8KmIRw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfATvdcClguPRqxjk_tKu5ZUnx_PkQnntBEZM7YCnIIBXA&oe=64DF247B";"https://facebook.com/105921658046/posts/10162617258118047";"La jueza del Distrito Sur de Manhattan, Loretta Presca, falló contra el Estado argentino en el juicio por la expropiación de YPF. 

Más información en www.tvpublica.com.ar";"video";2023-03-31 18:31;13;8;1;51;0;2101;2101;0;2101;2101;0;556;0;10;"34.75";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/331262222_605391211203397_7064256946369601168_n.jpg?stp=dst-jpg_s130x130&_nc_cat=101&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=osi0yYKUaFIAX9KPgb9&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDrLvorZkE0RydS3aDs-usVbTTPYDXjf28HO-P3Eif-4A&oe=64DE7DEA";"https://facebook.com/105921658046/posts/10162617247628047";"ESTRENO | “Las Bellas Almas de los Verdugos”, una miniserie dirigida por Paula Luque y protagonizada por Diego Cremonesi y Vera Spinetta sobre la vida del autor de Operación Masacre, antes de convertirse en el célebre escritor Rodolfo Walsh.

🕚 23:00 | www.tvpublica.com.ar";"video";2023-03-31 18:23;13;3;4;32;2;8163;8163;0;8094;8094;0;1119;0;2;"6.42";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/329257750_188185050636633_1785392056474088002_n.jpg?stp=dst-jpg_s130x130&_nc_cat=102&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=MHoEO6_vNXEAX945dSX&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA-PNLM6dm_Xa53RnGs4gP5vtQOAISxVklnsboWF7A8FA&oe=64DF4C2C";"https://facebook.com/105921658046/posts/10162617045458047";"La Justicia de EEUU falló contra la Argentina en el juicio por la reestatización de YPF y ordenó pagar una indemnización que podría llegar hasta casi a los u$s 20.000 millones.

Más noticias en tvpublica.com.ar";"video";2023-03-31 16:22;29;13;5;85;0;3581;3581;0;3515;3515;0;615;0;4;"37.55";"0"
