Image;URL;Title;Date;Link;Views;Likes;Comments;Shares;Duration
"https://metricool-download.s3.eu-west-1.amazonaws.com/tkvideocovers/202302/2069453-7201354078771760389.jpeg";"https://www.tiktok.com/@tv_publica/video/7201354078771760389?utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";"Jujuy arrancó su gran fiesta de febrero con el Carnaval de @Los Tekis 👹🎉 #FestivalPaís #lostekisoficial ";2023-02-18 01:51;"https://www.tiktok.com/static/profile-video?id=7201354078771760389&hide_author=1&utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";3421;49;0;2;45
"https://metricool-download.s3.eu-west-1.amazonaws.com/tkvideocovers/202302/2069453-7201346849398164742.jpeg";"https://www.tiktok.com/@tv_publica/video/7201346849398164742?utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";"Dillom siendo @Dillom en el Carnaval de @Los Tekis 👹🎉 #lostekisoficial #lostekis #dillom ";2023-02-18 01:23;"https://www.tiktok.com/static/profile-video?id=7201346849398164742&hide_author=1&utm_campaign=tt4d_open_api&utm_source=awwuexz91plpu87c";2185;46;1;2;51
