Id;URL;Image;Title;Date;Video Views (Organic);Video Views (Paid);Reach (Organic);Reach (Paid);Likes (Organic);Saved (Organic);Comments (Organic);Interactions (Organic);Interactions (Paid);Engagement;Post clicks (Paid);Spend
"3068822785762754295_1417037267";"https://www.instagram.com/reel/CqWphB4A373/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338603515_874036920366891_9041735398666968559_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=qdUGeQxD3esAX8kmj1O&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfByrc6OVeY8Ki0eGiwjkneGk2oKLG7a-kYNUU2sdyV52Q&oe=64DE2C69";"La crisis migratoria deja otra tragedia. En Ciudad Juárez, México, murieron 40 personas procedentes de Venezuela, Colombia, Ecuador y países de Centroamérica producto de un incendio en el Instituto Nacional de Migración. El testimonio de los familiares de las víctimas.";2023-03-28 22:11;25352;;25260;;261;27;12;300;;"11.88";;
"3068808695031907553_1417037267";"https://www.instagram.com/reel/CqWmT-3AcTh/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338951458_185925967196981_5486376674930437438_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=1G_495w3JhoAX_aiNr1&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBSTBjcCzLjk0k8tgJqTkzaRzQZ22WFTttYXX1ssv73dg&oe=64DD4CC2";"Goleada, fiesta y triplete de Leo

👏🏽 Argentina juega a lo campeón y no tiene piedad con Curazao. Al término del primer tiempo la Selección gana 5 a 0

⚽️ Messi hizo tres y llegó a 102 con la celeste y blanca. Nico González -de gran partido- y Enzo Fernández completaron la goleada parcial en Santiago del Estero";2023-03-28 21:46;7316;;7166;;250;11;5;266;;"37.12";;
"3068788038143434198_1417037267";"https://www.instagram.com/reel/CqWhnYogd3W/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338945229_217075594276587_1444355904934688983_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=vg-XhWIK8BwAX_ap2JS&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfD9fq4B0-oxbe3US7_mr-Xk-UxRL2kRZJALT3er9nal_g&oe=64DD729E";"Sean eternos 🇦🇷

🎵 @losmanserosoficial, @nestorgarnica.oficial y @lasmullieris en una gran versión del Himno Nacional para el festejo de la Selección campeona del mundo";2023-03-28 21:20;23899;;23403;;1776;51;36;1863;;"79.61";;
"3068771278769965021_1417037267";"https://www.instagram.com/reel/CqWdzgQAUfd/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338932393_882275663071660_6351090603684864099_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=FpE_GWWXIcEAX_6e0_M&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBBGVgf_a4T4qi9pRGQEMwQ12MTY3QQ9FWDI3B1EFKiFg&oe=64DE046D";"Cuarteto, mate y El Chaqueño. Más argentino no se consigue 🇦🇷

🎶 @bandaxxi trae su música a la fiesta de la Selección bajo la atenta mirada del @chpalavecino_oficial. A un costado de la cancha los campeones del mundo hacen girar el mate

🔴 Mirá Argentina 🇦🇷- 🇨🇼 Curazao EN VIVO en tvpublica.com.ar";2023-03-28 20:28;23555;;23515;;1222;40;5;1267;;"53.88";;
"3068757757902547259_1417037267";"https://www.instagram.com/reel/CqWauv9gWk7/";"https://scontent-lcy1-2.cdninstagram.com/v/t51.36329-15/339314667_770193897660581_35040017886084019_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=cm1J5RWLxNQAX_Ev9Zz&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfArhpHsvlpNqscUKilJHUMdgOOSM77BMlSnyXH-MdgXew&oe=64DDCE57";"Los campeones del mundo ya están en el Estadio Único Madre de Ciudades de Santiago del Estero

Se viene Argentina 🇦🇷-🇨🇼 Curazao. Miralo en vivo en tvpublica.com.ar";2023-03-28 20:02;5780;;5865;;194;7;0;201;;"34.27";;
"3068739446141800671_1417037267";"https://www.instagram.com/reel/CqWWkRzgtDf/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338783556_207117545257136_7842883363655982378_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=aBXB5Isqtx4AX_7L9ar&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCqrQpVuP84A2O7zigvSemsmjV1QVv82PICIg7cJw64ow&oe=64DD9A85";"Yo? De Pujato, tierra de Lionel Sebastián Scaloni 😎";2023-03-28 19:26;16494;;16407;;641;11;9;661;;"40.29";;
"3068726912278028901_1417037267";"https://www.instagram.com/reel/CqWTt4vA2Jl/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338678577_933359274368940_9061647226923279745_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=XEjnEVnGnm8AX93qVKU&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCLBgykW3psR1JuSBtI97aXRcs6GwifB4_PPMd4VkaDCg&oe=64DC7EE1";"El jueves fue en River, hoy en el Madre de Ciudades. El canto es uno solo en todo el país: Ya ganamos la tercera, ya somos campeón mundial ⭐️⭐️⭐️";2023-03-28 19:00;6487;;6707;;142;5;2;149;;"22.22";;
"3068493034366880778_1417037267";"https://www.instagram.com/reel/CqVeig9MswK/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338424471_232647002509350_8035525508943595629_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=4AQ7A_NsovYAX-TZKsd&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCXYgi2RuWqjWWY_9bIRQ-skIDVzlxR-ny9a7tg3ESo8A&oe=64DDE714";"En el Homenaje a los Campeones del Mundo organizado por la Conmebol en Paraguay, @sole_pastorutti emocionó hasta las lágrimas a @leomessi con su tema “Brindis”.";2023-03-28 11:16;20816;;20963;;1378;57;28;1463;;"69.79";;
"3068099710293196455_1417037267";"https://www.instagram.com/reel/CqUFG5XgT6n/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338417466_704703474738281_5890165815007777445_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=p8RkZrYtMZYAX_yAclL&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCpYEwhJMY7iOeNglGW5gP3h81Mw_aS9t_y1v5-KeFVvg&oe=64DE38CB";"El 24 de marzo se conmemora el día de la Memoria, Verdad y Justicia. Una fecha que busca recordar a los detenidos y desaparecidos de la última dictadura cívico militar. Se cumplen también 40 años de democracia ininterrumpida, los más largos de la historia de nuestro país. SIC Periodismo hace un recorrido histórico, político y social sobre los 40 años de democracia y la lucha por la Memoria, Verdad y Justicia que asumieron y aún sostienen los organismos de Derechos Humanos.

SIC Temporada 2 - ""Derechos Humanos: El camino de la memoria""";2023-03-27 22:20;4895;;4827;;96;4;4;104;;"21.55";;
"3068066238732361491_1417037267";"https://www.instagram.com/reel/CqT9f0jAt8T/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337910097_1238309710133215_8862799461841815998_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=c3bIDm_xe28AX_wO1q2&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDPElGlJhVhM_L4NK7YREqVw-kZx_MBjqZQhztDNHAUfA&oe=64DDDDA9";"¿Se prende el stream? ¡Juli Presutto y Chuky Acerbi andan Un Poco Perdidos!

Conocé el lado más curioso, divertido y entretenido de la mente humana a partir del miércoles 29 de marzo a las 10 hs por nuestras plataformas digitales.";2023-03-27 21:07;11327;;11172;;173;7;14;194;;"17.36";;
"3068037756329593195_1417037267";"https://www.instagram.com/reel/CqT3BWPgwlr/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337709054_1703994786695635_130564664600238779_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=JPvrJM0jnPQAX_faFLk&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDvZLBBJGrFqTN7eQVIgvuvzIpojN5XZ1op8ATagOzqJw&oe=64DC8691";"♟️¿Cómo son les ajedrecistas?

Averígualo todos los lunes en #Ag3 desde las 20:00:  Lucho, @juliandoregger y @flor.fdz encienden el stream para jugar, aprender y reflexionar sobre ajedrez en nuestros canales de Youtube y Twitch.";2023-03-27 20:14;5978;;5913;;65;1;1;67;;"11.33";;
"3067835093096748708_1417037267";"https://www.instagram.com/reel/CqTI8NZglak/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/338158173_5999512013465610_9081842097941545976_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=LYnmsqzI_wcAX-1g03U&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfA2aWjWekXg7w8lglqEesGcbnEJjVXJsqhgLYfYT09ZiA&oe=64DC5AEE";"El terror es parte constitutiva de la guerra. En el año 668 AC el último gran rey asirio, Asurbanipal, desplegaba feroces matanzas contra poblaciones disidentes y se encargaba de relatarlo para que nadie se anime a desafiarlo. @francisco_taiana da cuenta de ello y asegura que hoy el mundo es mucho menos violento que en ese entonces.

Mirá #AbroHilo todos los martes, en vivo a las 20:00, en el Twitch de @tec.ciencia.ar, TV Pública y en nuestro canal de YouTube. 

Mirá el programa completo acá https://www.youtube.com/watch?v=lQ1iTb7fqGk";2023-03-27 13:34;5160;;5275;;54;2;1;57;;"10.81";;
"3065907782675909917_1417037267";"https://www.instagram.com/reel/CqMSuJsgM0d/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337490383_907841247034244_2387694193244089303_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=MqAqitTDaiIAX_7wwqv&_nc_oc=AQmqRFvEQslX3jIcEr_0k3YL9KyIlcNd8MsGYnmxAc4mxzBo-HcWRgE0m0u4XOMXGpg&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCxRfgnQIY6aufX-gSICeKKU0WerInrvRyIzqwZkdobGw&oe=64DC76F8";"Una multitud conmemoró el Día de la Memoria en Plaza de Mayo.

Las Madres y las Abuelas redoblaron el pedido de Verdad y Justicia por los 30 mil desaparecidos.";2023-03-24 20:39;21521;;20868;;1347;26;66;1439;;"68.96";;
"3065846495019321352_1417037267";"https://www.instagram.com/reel/CqMEyTHgMgI/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337203620_518953487072274_4178355473286636781_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=1ngeOs6vdXkAX9Gwx2Q&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAswl7Y57mAhV71a9Q0g3APuFSBE340cpnULbMnXiB5QQ&oe=64DDF13D";"El 8 de diciembre de 1983 las Madres de Plaza de Mayo dieron la última ronda en dictadura. Fue a sólo dos días de la asunción de Raúl Alfonsín. 

En este material de archivo -  inédito -  del noticiero de la Televisión Pública, hablan Hebe de Bonafini y el dirigente socialista Alfredo Bravo.";2023-03-24 18:37;8958;;8826;;343;13;3;359;;"40.68";;
"3065844927415029329_1417037267";"https://www.instagram.com/reel/CqMEbfLAY5R/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/328533541_222343157001524_1741262065195663251_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=6TpjtuITqTAAX8yJzuE&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBzLcLK-U8TrN2GEXplVrR5zHGLr7Hoa61ICeu0T5pO1g&oe=64DD2D7A";"El 8 de diciembre de 1983 las Madres de Plaza de Mayo dieron la última ronda en dictadura. Fue a sólo dos días de la asunción de Raúl Alfonsín. 

En este material de archivo -  inédito -  del noticiero de la Televisión Pública, hablan Hebe de Bonafini y el dirigente socialista Alfredo Bravo.";2023-03-24 18:35;18878;;18694;;860;51;29;940;;"50.28";;
"3065718540746307286_1417037267";"https://www.instagram.com/reel/CqLnsUagzbW/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337525195_1677801295992067_1381939217675583434_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=Ey0K3DmBTLEAX-qLccL&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCYaHghBw4Ds5E_UOGntfbdBeRshOd9QIiAPKhdVwpncA&oe=64DDD88B";"Luego de un gran Luna Park y en el Día de la Memoria, @rusherking se presenta por primera vez en el Movistar Arena. 

🔴 Mirá la entrevista exclusiva de @gabrielaradice en el canal de YouTube de Televisión Pública Noticias.";2023-03-24 14:25;16564;;16951;;248;12;6;266;;"15.69";;
"3065650213051018616_1417037267";"https://www.instagram.com/reel/CqLYKBSga14/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337313115_594805392583795_1831632954906263863_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=YdGDjbGNexoAX8ow33K&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDhEvK6lVS_XNDrjf_cgKMwg005o2BAMY4E74OLFJ8dyg&oe=64DD2CCE";"Manuel Gonçalves Granada es uno de los nietos restituido por @abuelasdifusion.";2023-03-24 12:07;6409;;6298;;156;3;0;159;;"25.25";;
"3065647332067478925_1417037267";"https://www.instagram.com/reel/CqLXgGKgY2N/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/330085267_1154819021857746_1725204504961941328_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=a0TO8B5Kw5cAX_Lvpo5&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAuZbHg9HeDx3Eu-9qZtvcQJCAKFudNybik9qLt1cMnkw&oe=64DDB236";"@matiasmaximo presenta “El Nunca Más de las Locas”, un libro que aborda la persecución, el secuestro, la tortura y el asesinato de homosexuales, lesbianas, travestis y trans. 

#NuncaMás";2023-03-24 12:01;15995;;15872;;315;23;7;345;;"21.74";;
"3065646180823326987_1417037267";"https://www.instagram.com/reel/CqLXPV_AeEL/";"https://scontent-lcy1-2.cdninstagram.com/v/t51.36329-15/337315016_178120295033771_6424078540536535236_n.jpg?_nc_cat=105&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=2l_nRnkZmycAX_G5LTD&_nc_ht=scontent-lcy1-2.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDqjzOn5iK2HFKR61L20O5tlAZlx_7VUCRksdmhNe5J0w&oe=64DDCFF1";"""Las respuestas actuales están en nuestra historia"" dice Alejandro Viola, actor de Teatro por la Identidad.

#NuncaMás";2023-03-24 11:59;5367;;5398;;61;4;0;65;;"12.04";;
"3065639462118882520_1417037267";"https://www.instagram.com/reel/CqLVtktA_zY/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337452720_705164674688518_8286438173137837559_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=Wr9wBC8MqnEAX91U3rQ&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfCZ7s73T4yI-2cBLZ3vgkxVMPY7fkZ-OB3psYuMBaDYMQ&oe=64DCD4A6";"“Queremos que nos den la plena garantía de que a ningún niño, niña o niñe le va a suceder lo que nos ha sucedido a nosotras”

@marlenewayar reflexiona sobra la última dictadura cívica militar en Argentina

#NuncaMás";2023-03-24 11:47;55807;;51202;;1475;105;31;1611;;"31.46";;
"3065610234606298240_1417037267";"https://www.instagram.com/reel/CqLPEQdgqSA/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337313660_221480967128200_1376576559651501303_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=VCLe2z8GX4gAX_Y6DWl&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAtBV3U4LDaSsz8T4So45Al331aeHKQ9c4DanpHJcgAOQ&oe=64DD93A6";"El Banco Nacional de Datos Genéticos (@bndg_arg) está trabajando para desarrollar técnicas que permitan identificar a bisnietos y bisnietas de desaparecidos.

#NuncaMás";2023-03-24 10:48;30240;;30568;;966;46;65;1077;;"35.23";;
"3065603204365438475_1417037267";"https://www.instagram.com/reel/CqLNd9CgE4L/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/337589662_941550610613916_5551879621115257665_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=tdb6RNSta8QAX_tbLgx&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfDM8RTRhL63ZDBUzqBdEcMyk63bYTqzoFi_VN9U14m5Og&oe=64DC52B3";"Nora Cortiñas: “Los jóvenes son la herencia que dejamos para que sigan levantando las banderas de lucha de los 30.000”

#NuncaMás";2023-03-24 10:34;22829;;21743;;871;30;62;963;;"44.29";;
"3065597160801377329_1417037267";"https://www.instagram.com/reel/CqLMGAiAxwx/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/329827032_232988409123972_337078593985899532_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=Z72exT327-wAX8VzHMm&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfBWgNWVD7jaGAxlVdvPsrHhemKVFrb1okGfAhSCoZUgLg&oe=64DC4C8E";"¿Cómo y por qué surge @nietesorg? Ana Ríos Brandana y Ana Tauil, militantes de esta organización, nos lo cuentan en tvpublica.com.ar

#NuncaMás";2023-03-24 10:22;10140;;9803;;244;12;7;263;;"26.83";;
"3065540858234441172_1417037267";"https://www.instagram.com/reel/CqK_Ssrgo3U/";"https://scontent-lcy1-1.cdninstagram.com/v/t51.36329-15/328577146_1772797236471819_4065253922070068051_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=c4dd86&_nc_ohc=sVbk5ggXlSIAX9BfZeZ&_nc_ht=scontent-lcy1-1.cdninstagram.com&edm=AM6HXa8EAAAA&oh=00_AfAacNFUo-_P5j6FGecFh_APhilLHv_UL600z_kSFm9G5g&oe=64DD3164";"Se nos metió un @emi_martinez26 en el corazón 🥹";2023-03-24 08:30;47536;;45294;;5366;210;49;5625;;"124.19";;
