Type;Post URL;Content;Timestamp;Media URL;Impressions (Organic);Impressions (Paid);Reach (Organic);Reach (Paid);Replies;Taps Back;Taps Forward;Exits
"VIDEO";"https://instagram.com/stories/tv_publica/3091094929099954744";;2023-04-28 15:40;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/0C4268BECD4A536C81E26750C6D530A5_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=100&vs=1317255055490957_2682356824&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzBDNDI2OEJFQ0Q0QTUzNkM4MUUyNjc1MEM2RDUzMEE1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHR2IyZ2hSU1RfNWtRUVFGQU5zWVBXMkRtYlpiYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbMofyBg%2BXXQBUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfB9cVbrngzgn8d3oJ8sxh_LP8X8cw2OIo2ZvcGM1daxQA&oe=644E167E&_nc_sid=ea0b6e&_nc_rid=6695651c7c";1060;;1048;;0;19;886;88
"VIDEO";"https://instagram.com/stories/tv_publica/3090965432782542631";;2023-04-28 11:23;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E2436FA74291FC9D36B0E8D9DD2A158C_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=110&vs=567153721934851_3192001095&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0UyNDM2RkE3NDI5MUZDOUQzNkIwRThEOUREMkExNThDX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRHp5ZHhTWGhFT29DbzRBQUxzaGVISWVkemdCYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbMoqmWi6LqPxUCKAJDMywXQCak3S8an74YEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfDZQUyk9CAdthMcRCL5pgIZd8fZ3sZjE5gbi-1RoBFnaA&oe=644E3C3D&_nc_sid=ea0b6e&_nc_rid=44c0e1b36a";1068;;1068;;0;23;794;94
"VIDEO";"https://instagram.com/stories/tv_publica/3090551619469720097";;2023-04-27 21:41;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/7E468DADA702F8AAE3D9277903091D8A_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=104&vs=971970903829980_1501220663&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzdFNDY4REFEQTcwMkY4QUFFM0Q5Mjc3OTAzMDkxRDhBX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQUV0V3hTRzRoV25Sa1FDQU40VUdSenRCX2dVYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbYxvfO0eLwPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfD6Pyx12LgErEmGoETKC-ATbEHXZpydeu1ilwZ01gReYw&oe=644CBC5E&_nc_sid=ea0b6e&_nc_rid=8b45212bf0";967;;926;;2;50;780;186
"VIDEO";"https://instagram.com/stories/tv_publica/3090537324694599740";;2023-04-27 21:12;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/C04898F18AAB8F5D8E60F8AA4F3C418A_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=105&vs=751585369899652_1283633455&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0MwNDg5OEYxOEFBQjhGNUQ4RTYwRjhBQTRGM0M0MThBX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQVBIZ0JSUU90ZkF5VEVDQUc3OTBmQjJYU1p4YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaEmY3c1JzgPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAAafSb_wpbTA6Ub3-n_jvvANPI11isM51DvkRFLyBF-A&oe=644C9415&_nc_sid=ea0b6e&_nc_rid=8c3367b662";1042;;998;;4;23;861;84
"VIDEO";"https://instagram.com/stories/tv_publica/3090476006880950596";"@cristinafkirchner";2023-04-27 19:10;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/434DACBFAC2EEDD5D3736C6E27F559B1_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=100&vs=635530518598686_543454225&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzQzNERBQ0JGQUMyRUVERDVEMzczNkM2RTI3RjU1OUIxX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHRmtOZmhURjN1WmN3QjRFQUl2VHljUk9vSXhHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACby%2BMjlzuzjPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfC-W1zqqMmQPXQHZMiPTMg_0BgxmOfsg1G56-DG2AT55g&oe=644CF72E&_nc_sid=ea0b6e&_nc_rid=4fb4780563";1006;;990;;0;26;884;88
"VIDEO";"https://instagram.com/stories/tv_publica/3090465102286211804";"@sanmihanovich 
@leosujatovich 
@litovitaleoficial";2023-04-27 18:49;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/E647E52F9AF75F926190A0ADCAC45398_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=108&vs=118900414516212_3894562472&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0U2NDdFNTJGOUFGNzVGOTI2MTkwQTBBRENBQzQ1Mzk4X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQ0s4Z0JTS3lpRF83N29CQUswSENZczdJZVlOYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbS7fSU64zxPxUCKAJDMywXQC4YEGJN0vIYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfBXk6X8nSUddyamSQEdBGPjgpikmc0n6VsdyvQTquFZ8w&oe=644CF869&_nc_sid=ea0b6e&_nc_rid=c4377bbb91";1098;;1091;;0;21;1013;54
"VIDEO";"https://instagram.com/stories/tv_publica/3090398621301012243";"@mundozamba @mau_vila @marmediavilla_ @canalpakapaka";2023-04-27 16:05;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/1A4B2D553F3C9D778B2CD65B77D936A9_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=105&vs=1269068427070273_742413006&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyLzFBNEIyRDU1M0YzQzlENzc4QjJDRDY1Qjc3RDkzNkE5X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHSTlsZVJTY1dWdXVHbU1BQUdfR2EybkI3X042YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbu2bC7ya7vPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfCztwJVWwjx5zPvVm08JXt9l_CWq5lynDdOUQPqswV2Uw&oe=644CCC22&_nc_sid=ea0b6e&_nc_rid=753ecdce1c";1069;;1053;;1;23;962;79
"VIDEO";"https://instagram.com/stories/tv_publica/3090368219148532589";"@rta.se @rosariolufrano_rta";2023-04-27 15:36;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/A4405534EADD3ABA237C3FFEC97DC8A2_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=111&vs=1595817607597557_945717378&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0E0NDA1NTM0RUFERDNBQkEyMzdDM0ZGRUM5N0RDOEEyX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTFl5Z0JRek4weVNQYW9BQUJRUElFc2IzMGxFYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACam2L%2Bps9PlPxUCKAJDMywXQDWiDEm6XjUYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAWVDwDUQcL_3v2G9MEjkYZ5vm_54vvCKmgf6WVUX3W8Q&oe=644CF9D7&_nc_sid=ea0b6e&_nc_rid=b37587b9c8";1279;;1253;;2;12;1017;144
"VIDEO";"https://instagram.com/stories/tv_publica/3089726918438737641";;2023-04-26 18:11;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/C04B769A41740C4F792F29FA1F446EB0_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=101&vs=602578268463618_3886859614&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0MwNEI3NjlBNDE3NDBDNEY3OTJGMjlGQTFGNDQ2RUIwX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTmZXZHhSaENGNjdES29DQU0tV1FNUXZ3ZlJPYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACaK1KXk8d7BPxUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfA_v3KLCRkCkufZ_RBdin8I8DQAx31BqRedfXlTXksJMA&oe=644B772E&_nc_sid=ea0b6e&_nc_rid=514c10cf3b";641;;641;;0;16;537;110
"VIDEO";"https://instagram.com/stories/tv_publica/3089689952796183046";"@cotioficial 
@lebondavidok 
@litovitaleoficial";2023-04-26 17:09;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/D04A770F182A29D3C460EDA93A0652A5_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=102&vs=1312508206283646_3418469900&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0QwNEE3NzBGMTgyQTI5RDNDNDYwRURBOTNBMDY1MkE1X3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHTjc1ZWhROE1SSFVMZmNCQUdUQXNjbC1pdVZ2YnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbEleyR4tP8PxUCKAJDMywXQC4YEGJN0vIYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfAVoqpptLbIKRBQAJYU_Zh5vE43KfZxOIc7OZ4gQqzjGA&oe=644B83BA&_nc_sid=ea0b6e&_nc_rid=5296d71c77";679;;679;;1;11;630;54
"VIDEO";"https://instagram.com/stories/tv_publica/3089662326685631434";"@osvaldo.quiroga.186590";2023-04-26 16:00;"https://scontent-lcy1-1.cdninstagram.com/o1/v/t16/f1/m78/CE4665E7CDE5BAD99709C3D3EC4376A3_video_dashinit.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5zdG9yeSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=101&vs=197648523063959_2144905577&_nc_vs=HBksFQIYUWlnX3hwdl9wbGFjZW1lbnRfcGVybWFuZW50X3YyL0NFNDY2NUU3Q0RFNUJBRDk5NzA5QzNEM0VDNDM3NkEzX3ZpZGVvX2Rhc2hpbml0Lm1wNBUAAsgBABUAGCRHQmRRZlJUc00xc3pHX3NCQVAxWWFkcHhxMlpHYnBrd0FBQUYVAgLIAQAoABgAGwGIB3VzZV9vaWwBMRUAACbOjuOjuMWcQRUCKAJDMywXQC4AAAAAAAAYEmRhc2hfYmFzZWxpbmVfMV92MREAdegHAA%3D%3D&ccb=9-4&oh=00_AfClRswnjQBEJSUySmGVBgHvHwDYfsK7pWhxVsyyFH4GgA&oe=644BDA8A&_nc_sid=ea0b6e&_nc_rid=302f9ffbc7";682;;682;;0;7;576;53
