Image;PostLink;Content;Type;Timestamp;Reactions;Comments;Shared;Clicks;LinkClicks;Impressions;Impressions (Organic);Impressions (Paid);Reach;Reach (Organic);Reach (Paid);VideoViews (Organic);VideoViews (Paid);VideoTimeWatched;Engagement;Spent
"https://scontent-lcy1-2.xx.fbcdn.net/v/t15.5256-10/363583034_993501905229918_1221888061757009284_n.jpg?stp=dst-jpg_s130x130&_nc_cat=110&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=_1EpZNzj2FkAX-Y8eSk&_nc_ht=scontent-lcy1-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBrFVN85hknMuKI23YlWeCkQxonLIjZlwMJcIYlWvFCLg&oe=64DDC334";"https://facebook.com/105921658046/posts/672014228302593";"🗳️ Javier Milei: ""Somos el vehículo idóneo no sólo para terminar de sepultar al kirchnerismo sino que somos los únicos que estamos en condiciones de sacar a la Argentina adelante"".

#EleccionesEnTVP | http://tvpublica.com.ar";"video";2023-08-13 23:59;203;96;76;381;0;2839;2839;0;2831;2831;0;1903;0;27;"267.04";"0"
"https://scontent-lcy1-2.xx.fbcdn.net/v/t15.5256-10/363519259_200207176154442_2937672263085384141_n.jpg?stp=dst-jpg_s130x130&_nc_cat=106&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=HtRAvepl9yUAX8L_mL5&_nc_ht=scontent-lcy1-2.xx&edm=AKIiGfEEAAAA&oh=00_AfBg-gDP9QtK5qiFPrWEeX-RjdFe6OAbiQanqFQedsvzPA&oe=64DE7857";"https://facebook.com/105921658046/posts/672012294969453";"🗳️ Javier Milei: ""Estamos frente al fin del modelo de la casta, basado en esa atrocidad que dice que donde hay una necesidad nace un derecho pero se olvida que ese derecho alguien lo tiene que pagar"".

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 23:55;196;65;22;594;2;4148;4148;0;4135;2559;0;2444;0;37;"212.09";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/349037963_299748356059238_2846009416217602690_n.jpg?stp=dst-jpg_s130x130&_nc_cat=101&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=xcJ9p5d3_iYAX87WZOG&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfDLakF_wzmi8ss6ZwjsNgvUxU9cea7XSUg6BYnKbY3lwg&oe=64DE705A";"https://facebook.com/105921658046/posts/672009828303033";"🗳️ “El Jefe de Gobierno porteño y precandidato a presidente por Juntos por el Cambio, Horacio Rodríguez Larreta, saludó a la fórmula ganadora integrada por Patricia Bullrich y Luis Petri y dijo que “a partir de mañana trabajarán juntos”. #Elecciones2023

#EleccionesEnTVP | www.tvpublica.com.ar";"video";2023-08-13 23:47;108;44;12;628;0;8484;8484;0;8484;6820;0;4204;0;13;"93.35";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/363898271_817124433386116_7324206953152885228_n.jpg?stp=dst-jpg_s130x130&_nc_cat=103&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=wlp5xUJ3d1UAX_bpW72&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfCBT7YJ2uFl-UfLzxSV8NKZsTDy9tOdw0phlRRvVuc0-A&oe=64DDBC7C";"https://facebook.com/105921658046/posts/672009198303096";"🗳️ Mauricio Macri: ""La Argentina está entrando en un cambio de era que deja definitivamente atrás ideas muy dañinas que han ocasionado problemas y pobreza y desunión a los argentinos"". 

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 23:44;18;12;4;96;0;1116;1116;0;1085;1116;0;595;0;13;"119.82";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/363941552_223486354018070_5618176321603954891_n.jpg?stp=dst-jpg_s130x130&_nc_cat=107&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=bhXq10xcwy8AX9hELe_&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBPyCamxgBEELejjidJbHCuTwLj1uHe8OL7AaQ0PS21zA&oe=64DE1B27";"https://facebook.com/105921658046/posts/672005618303454";"🗳️ Patricia Bullrich: ""Con esta responsabilidad de liderazgo que nos ha dado la sociedad quiero ratificar a los argentinos que Juntos por el Cambio ha hecho una gran elección en todo el país"". 

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 23:35;28;8;0;65;0;1535;1535;0;1462;1343;0;738;0;13;"69.08";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/364154711_1914510625594377_4325794123858930994_n.jpg?stp=dst-jpg_s130x130&_nc_cat=102&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=h1RXKJtAascAX_jC4It&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfAnMlnn9v7a9pMXEOfgIVnVkfFqnhQLU_sgZeuyzy7o2Q&oe=64DEF26B";"https://facebook.com/105921658046/posts/672003628303653";"🗳️ Juan Schiaretti: ""Hoy la grieta fue severamente castigada"". 

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 23:29;19;2;1;82;1;1797;1797;0;1797;1797;0;1064;0;13;"57.87";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/349041301_1290987074889057_9139114923731774312_n.jpg?stp=dst-jpg_s130x130&_nc_cat=111&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=q3_tnTgFGkMAX90C-jw&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBhvKjbPgDE34I3HJqENhYEs_cYyXGdERE2HNULlpqNUg&oe=64DF0EAC";"https://facebook.com/105921658046/posts/672001631637186";"🗳️ #Elecciones2023 | Resultados oficiales | Con el 48 % de mesas escrutadas.

🔵 Axel Kicillof | Unión por la Patria | 37,17 %
🟣 Carolina Píparo | La Libertad Avanza | 24,13 %
🟡 Néstor Grindetti | Juntos por el Cambio | 16,14 %
🟡 Diego Santilli | Juntos por el Cambio | 15,66 %

#EleccionesEnTVP | www.tvpublica.com.ar";"video";2023-08-13 23:24;12;10;0;40;1;1334;1334;0;1292;1211;0;624;0;9;"47.99";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/364335413_854072308953874_4568003753510329386_n.jpg?stp=dst-jpg_s130x130&_nc_cat=103&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=GW7jmS46KOwAX9jJcf8&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfA0Hg90LsASErVfg3wQYPONYbCB3UM9jrqOnEGcGJsjvQ&oe=64DF5E88";"https://facebook.com/105921658046/posts/671996651637684";"🗳️ Jorge Macri: ""Entre las ideas de los dos equipos vamos a lograr equilibrar una Ciudad como la que se merecen todos los porteños"". El candidato a jefe de Gobierno porteño habló tras su victoria en la interna frente a Martín Lousteau.

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 23:10;23;7;0;83;0;1902;1902;0;1845;1845;0;1076;0;12;"61.25";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/349041301_733539628785788_7925083933324259611_n.jpg?stp=dst-jpg_s130x130&_nc_cat=108&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=1aKun0fPKn8AX9yydgM&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfC2MYED1sX_Nrv0bRcostjGBamWRmgRCcjdUcdpFUpm4A&oe=64DF7D68";"https://facebook.com/105921658046/posts/671992981638051";"🗳️ Martín Lousteau reconoció la victoria de Jorge Macri, su contrincante en la interna de Juntos por el Cambio, quien será el candidato oficialista a Jefe de Gobierno de la Ciudad de Buenos Aires. #Elecciones2023

#EleccionesEnTVP | www.tvpublica.com.ar";"video";2023-08-13 23:00;11;0;0;22;0;1345;1345;0;1345;1345;0;552;0;7;"24.54";"0"
"https://scontent-lcy1-1.xx.fbcdn.net/v/t15.5256-10/363480669_303738012319122_5801282908000184519_n.jpg?stp=dst-jpg_s130x130&_nc_cat=104&cb=99be929b-3346023f&ccb=1-7&_nc_sid=1a7029&_nc_ohc=U-_iWSZC90wAX8WFsOd&_nc_ht=scontent-lcy1-1.xx&edm=AKIiGfEEAAAA&oh=00_AfBNioT_eoDHoHbrDY7_kfkKiihfuwlVl28847Txu_t9yg&oe=64DF81B9";"https://facebook.com/105921658046/posts/671991734971509";"🗳️ Martín Lousteau reconoció la derrota en la interna a jefe de Gobierno porteño de Juntos por el Cambio y felicitó a su contrincante, Jorge Mracri.

#Elecciones2023 | http://tvpublica.com.ar";"video";2023-08-13 22:56;8;1;2;16;0;1221;1221;0;1221;1221;0;472;0;7;"22.11";"0"
